away_pitcher,away_team,condition,date,final_score_away,final_score_home,first_inning_run_scored,first_inning_runs_away,first_inning_runs_home,game_id,home_pitcher,home_team,temperature,venue,wind
Zack Wheeler,Philadelphia Phillies,Sunny,2023-04-01,3,16,1,0,2,718752,Nathan Eovaldi,Texas Rangers,71,Globe Life Field,"8 mph, In From CF"
Spencer Strider,Atlanta Braves,Partly Cloudy,2023-04-01,7,1,1,2,0,718753,Josiah Gray,Washington Nationals,73,Nationals Park,"18 mph, Out To LF"
Alex Cobb,San Francisco Giants,Sunny,2023-04-01,7,5,1,0,1,718762,Clarke Schmidt,New York Yankees,68,Yankee Stadium,"16 mph, Out To LF"
Patrick Sandoval,Los Angeles Angels,Sunny,2023-04-01,13,1,0,0,0,718757,Shintaro Fujinami,Oakland Athletics,58,Oakland Coliseum,"7 mph, Out To RF"
Dean Kremer,Baltimore Orioles,Partly Cloudy,2023-04-01,8,9,1,3,0,718761,Chris Sale,Boston Red Sox,56,Fenway Park,"4 mph, Varies"
Rich Hill,Pittsburgh Pirates,Cloudy,2023-04-01,2,6,1,1,3,718756,Nick Lodolo,Cincinnati Reds,45,Great American Ball Park,"23 mph, Varies"
Spencer Turnbull,Detroit Tigers,Dome,2023-04-01,2,12,1,0,1,718754,Zach Eflin,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Sonny Gray,Minnesota Twins,Sunny,2023-04-01,2,0,1,1,0,718751,Jordan Lyles,Kansas City Royals,55,Kauffman Stadium,"12 mph, L To R"
Tylor Megill,New York Mets,Roof Closed,2023-04-01,6,2,0,0,0,718755,Edward Cabrera,Miami Marlins,72,loanDepot park,"0 mph, None"
José Ureña,Colorado Rockies,Clear,2023-04-01,4,8,1,0,2,718750,Michael Wacha,San Diego Padres,60,Petco Park,"12 mph, L To R"
Madison Bumgarner,Arizona Diamondbacks,Clear,2023-04-01,1,10,1,0,5,718749,Clayton Kershaw,Los Angeles Dodgers,64,Dodger Stadium,"7 mph, Out To CF"
Aaron Civale,Cleveland Guardians,Partly Cloudy,2023-04-01,2,0,0,0,0,718746,Logan Gilbert,Seattle Mariners,47,T-Mobile Park,"11 mph, Out To CF"
Joey Wentz,Detroit Tigers,Dome,2023-04-02,1,5,0,0,0,718742,Jeffrey Springs,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Cole Irvin,Baltimore Orioles,Sunny,2023-04-02,5,9,1,0,1,718748,Tanner Houck,Boston Red Sox,43,Fenway Park,"8 mph, Out To RF"
Jared Shuster,Atlanta Braves,Sunny,2023-04-02,1,4,1,0,4,718743,MacKenzie Gore,Washington Nationals,54,Nationals Park,"10 mph, Out To RF"
Ross Stripling,San Francisco Giants,Sunny,2023-04-02,0,6,0,0,0,718747,Jhony Brito,New York Yankees,47,Yankee Stadium,"15 mph, L To R"
Vince Velasquez,Pittsburgh Pirates,Partly Cloudy,2023-04-02,1,3,0,0,0,718744,Graham Ashcraft,Cincinnati Reds,49,Great American Ball Park,"6 mph, R To L"
Kodai Senga,New York Mets,Roof Closed,2023-04-02,5,1,1,2,1,718741,Trevor Rogers,Miami Marlins,72,loanDepot park,"0 mph, None"
Joe Ryan,Minnesota Twins,Sunny,2023-04-02,7,4,0,0,0,718745,Brad Keller,Kansas City Royals,72,Kauffman Stadium,"23 mph, R To L"
Mike Clevinger,Chicago White Sox,Roof Closed,2023-04-02,6,3,0,0,0,718740,Luis Garcia,Houston Astros,73,Minute Maid Park,"0 mph, None"
Chris Bassitt,Toronto Blue Jays,Sunny,2023-04-02,4,9,1,0,4,718737,Jordan Montgomery,St. Louis Cardinals,63,Busch Stadium,"13 mph, In From RF"
Eric Lauer,Milwaukee Brewers,Sunny,2023-04-02,9,5,1,0,1,718738,Jameson Taillon,Chicago Cubs,47,Wrigley Field,"7 mph, Out To CF"
Tyler Anderson,Los Angeles Angels,Partly Cloudy,2023-04-02,6,0,0,0,0,718734,Ken Waldichuk,Oakland Athletics,56,Oakland Coliseum,"14 mph, Out To RF"
Zach Davies,Arizona Diamondbacks,Sunny,2023-04-02,2,1,1,0,1,718736,Noah Syndergaard,Los Angeles Dodgers,68,Dodger Stadium,"5 mph, Out To CF"
Austin Gomber,Colorado Rockies,Sunny,2023-04-02,1,3,0,0,0,718733,Seth Lugo,San Diego Padres,62,Petco Park,"8 mph, L To R"
Cal Quantrill,Cleveland Guardians,Cloudy,2023-04-02,6,5,1,0,1,718735,Marco Gonzales,Seattle Mariners,44,T-Mobile Park,"4 mph, Out To CF"
Bailey Falter,Philadelphia Phillies,Roof Closed,2023-04-02,1,2,0,0,0,718739,Martín Pérez,Texas Rangers,72,Globe Life Field,"0 mph, None"
Carlos Carrasco,New York Mets,Roof Closed,2023-04-03,0,10,0,0,0,718731,Freddy Peralta,Milwaukee Brewers,65,American Family Field,"0 mph, None"
Anthony DeSclafani,San Francisco Giants,Cloudy,2023-04-03,12,3,0,0,0,718730,Michael Kopech,Chicago White Sox,57,Guaranteed Rate Field,"9 mph, In From LF"
Drew Smyly,Chicago Cubs,Clear,2023-04-03,6,7,1,3,3,718728,Connor Overton,Cincinnati Reds,71,Great American Ball Park,"12 mph, R To L"
Tyler Mahle,Minnesota Twins,Partly Cloudy,2023-04-03,11,1,1,1,0,718729,Johnny Cueto,Miami Marlins,83,loanDepot park,"11 mph, Out To LF"
Drew Rasmussen,Tampa Bay Rays,Partly Cloudy,2023-04-03,6,2,1,2,0,718732,Trevor Williams,Washington Nationals,70,Nationals Park,"4 mph, R To L"
Taijuan Walker,Philadelphia Phillies,Partly Cloudy,2023-04-03,1,8,1,0,2,718725,Nestor Cortes,New York Yankees,53,Yankee Stadium,"17 mph, Out To LF"
Johan Oviedo,Pittsburgh Pirates,Clear,2023-04-03,7,6,1,3,5,718724,Kutter Crawford,Boston Red Sox,50,Fenway Park,"6 mph, Out To LF"
José Berríos,Toronto Blue Jays,Clear,2023-04-03,5,9,1,0,3,718719,Brady Singer,Kansas City Royals,73,Kauffman Stadium,"6 mph, L To R"
Charlie Morton,Atlanta Braves,Clear,2023-04-03,8,4,1,1,1,718727,Jake Woodford,St. Louis Cardinals,77,Busch Stadium,"15 mph, R To L"
Kyle Bradish,Baltimore Orioles,Roof Closed,2023-04-03,2,0,0,0,0,718726,Jon Gray,Texas Rangers,74,Globe Life Field,"0 mph, None"
Matthew Boyd,Detroit Tigers,Clear,2023-04-03,7,6,0,0,0,718723,Hunter Brown,Houston Astros,73,Minute Maid Park,"0 mph, None"
Zach Plesac,Cleveland Guardians,Partly Cloudy,2023-04-03,12,11,1,2,1,718721,James Kaprielian,Oakland Athletics,54,Oakland Coliseum,"28 mph, Varies"
Ryne Nelson,Arizona Diamondbacks,Partly Cloudy,2023-04-03,4,5,1,0,2,718722,Ryan Weathers,San Diego Padres,56,Petco Park,"16 mph, Out To RF"
Reid Detmers,Los Angeles Angels,Partly Cloudy,2023-04-03,7,3,1,0,1,718720,George Kirby,Seattle Mariners,45,T-Mobile Park,"2 mph, L To R"
Ryan Feltner,Colorado Rockies,Clear,2023-04-03,4,13,0,0,0,718718,Michael Grove,Los Angeles Dodgers,57,Dodger Stadium,"11 mph, L To R"
Zac Gallen,Arizona Diamondbacks,Sunny,2023-04-04,8,6,0,0,0,718717,Yu Darvish,San Diego Padres,57,Petco Park,"13 mph, L To R"
Hayden Wesneski,Chicago Cubs,Cloudy,2023-04-04,12,5,1,1,1,718716,Luis Cessa,Cincinnati Reds,76,Great American Ball Park,"8 mph, Varies"
Kenta Maeda,Minnesota Twins,Clear,2023-04-04,0,1,0,0,0,718714,Sandy Alcantara,Miami Marlins,83,loanDepot park,"10 mph, In From LF"
Josh Fleming,Tampa Bay Rays,Partly Cloudy,2023-04-04,10,6,1,3,2,718715,Chad Kuhl,Washington Nationals,80,Nationals Park,"2 mph, R To L"
Matt Strahm,Philadelphia Phillies,Cloudy,2023-04-04,4,1,1,1,0,718710,Domingo Germán,New York Yankees,65,Yankee Stadium,"8 mph, R To L"
Roansy Contreras,Pittsburgh Pirates,Cloudy,2023-04-04,4,1,1,0,1,718713,Nick Pivetta,Boston Red Sox,50,Fenway Park,"4 mph, In From CF"
Yusei Kikuchi,Toronto Blue Jays,Overcast,2023-04-04,4,1,0,0,0,718708,Kris Bubic,Kansas City Royals,80,Kauffman Stadium,"22 mph, R To L"
Max Scherzer,New York Mets,Roof Closed,2023-04-04,0,9,1,0,2,718712,Wade Miley,Milwaukee Brewers,63,American Family Field,"0 mph, None"
Dylan Dodd,Atlanta Braves,Overcast,2023-04-04,4,1,1,2,0,718711,Steven Matz,St. Louis Cardinals,82,Busch Stadium,"18 mph, Out To LF"
Kyle Gibson,Baltimore Orioles,Roof Closed,2023-04-04,7,2,0,0,0,718709,Andrew Heaney,Texas Rangers,74,Globe Life Field,"0 mph, None"
Matt Manning,Detroit Tigers,Roof Closed,2023-04-04,6,3,1,1,1,718705,Framber Valdez,Houston Astros,73,Minute Maid Park,"0 mph, None"
Shane Bieber,Cleveland Guardians,Partly Cloudy,2023-04-04,3,4,0,0,0,718707,JP Sears,Oakland Athletics,54,Oakland Coliseum,"13 mph, Varies"
José Suarez,Los Angeles Angels,Partly Cloudy,2023-04-04,2,11,1,0,1,718706,Luis Castillo,Seattle Mariners,50,T-Mobile Park,"2 mph, Out To RF"
Germán Márquez,Colorado Rockies,Partly Cloudy,2023-04-04,2,5,1,0,2,718703,Julio Urías,Los Angeles Dodgers,58,Dodger Stadium,"9 mph, L To R"
Shane McClanahan,Tampa Bay Rays,Partly Cloudy,2023-04-05,7,2,0,0,0,718704,Patrick Corbin,Washington Nationals,83,Nationals Park,"11 mph, Out To CF"
Aaron Nola,Philadelphia Phillies,Drizzle,2023-04-05,2,4,1,0,1,718699,Gerrit Cole,New York Yankees,48,Yankee Stadium,"15 mph, L To R"
Pablo López,Minnesota Twins,Partly Cloudy,2023-04-05,2,5,1,0,1,718701,Jesús Luzardo,Miami Marlins,84,loanDepot park,"14 mph, In From LF"
Bryce Elder,Atlanta Braves,Cloudy,2023-04-05,5,2,1,3,0,718697,Miles Mikolas,St. Louis Cardinals,60,Busch Stadium,"10 mph, Out To RF"
Mitch Keller,Pittsburgh Pirates,Cloudy,2023-04-05,4,1,0,0,0,718702,Corey Kluber,Boston Red Sox,41,Fenway Park,"5 mph, Out To RF"
David Peterson,New York Mets,Roof Closed,2023-04-05,6,7,1,1,0,718698,Corbin Burnes,Milwaukee Brewers,66,American Family Field,"0 mph, None"
Grayson Rodriguez,Baltimore Orioles,Roof Closed,2023-04-05,2,5,1,0,2,718694,Jacob deGrom,Texas Rangers,74,Globe Life Field,"0 mph, None"
Eduardo Rodriguez,Detroit Tigers,Roof Closed,2023-04-05,2,8,0,0,0,718696,Cristian Javier,Houston Astros,73,Minute Maid Park,"0 mph, None"
Logan Webb,San Francisco Giants,Overcast,2023-04-05,3,7,1,0,2,718695,Dylan Cease,Chicago White Sox,67,Guaranteed Rate Field,"23 mph, Out To LF"
Hunter Gaddis,Cleveland Guardians,Partly Cloudy,2023-04-05,6,4,0,0,0,718689,Kyle Muller,Oakland Athletics,57,Oakland Coliseum,"7 mph, Out To RF"
Shohei Ohtani,Los Angeles Angels,Partly Cloudy,2023-04-05,4,3,1,0,1,718691,Chris Flexen,Seattle Mariners,48,T-Mobile Park,"2 mph, Out To LF"
Alek Manoah,Toronto Blue Jays,Clear,2023-04-05,3,0,0,0,0,718692,Zack Greinke,Kansas City Royals,52,Kauffman Stadium,"14 mph, L To R"
Chris Sale,Boston Red Sox,Cloudy,2023-04-06,6,3,0,0,0,718690,Spencer Turnbull,Detroit Tigers,47,Comerica Park,"14 mph, Out To LF"
Kevin Gausman,Toronto Blue Jays,Sunny,2023-04-06,6,3,1,2,0,718686,Jordan Lyles,Kansas City Royals,51,Kauffman Stadium,"12 mph, L To R"
Alex Wood,San Francisco Giants,Sunny,2023-04-06,16,6,1,3,0,718687,Lance Lynn,Chicago White Sox,46,Guaranteed Rate Field,"10 mph, Out To LF"
Josiah Gray,Washington Nationals,Sunny,2023-04-06,0,1,0,0,0,718682,Kyle Freeland,Colorado Rockies,51,Coors Field,"5 mph, Out To LF"
Blake Snell,San Diego Padres,Cloudy,2023-04-06,6,7,1,0,1,718681,Spencer Strider,Atlanta Braves,81,Truist Park,"3 mph, R To L"
Dustin May,Los Angeles Dodgers,Partly Cloudy,2023-04-06,5,2,0,0,0,718683,Merrill Kelly,Arizona Diamondbacks,75,Chase Field,"6 mph, L To R"
Edward Cabrera,Miami Marlins,Cloudy,2023-04-07,3,9,0,0,0,718693,Tylor Megill,New York Mets,56,Citi Field,"6 mph, L To R"
Nathan Eovaldi,Texas Rangers,Sunny,2023-04-07,0,2,0,0,0,718675,Marcus Stroman,Chicago Cubs,43,Wrigley Field,"11 mph, In From RF"
Hunter Greene,Cincinnati Reds,Partly Cloudy,2023-04-07,2,5,0,0,0,718685,Zack Wheeler,Philadelphia Phillies,57,Citizens Bank Park,"10 mph, L To R"
Clarke Schmidt,New York Yankees,Overcast,2023-04-07,6,7,0,0,0,718688,Dean Kremer,Baltimore Orioles,55,Oriole Park at Camden Yards,"6 mph, Out To RF"
Logan Gilbert,Seattle Mariners,Partly Cloudy,2023-04-07,5,3,1,0,1,718677,Aaron Civale,Cleveland Guardians,41,Progressive Field,"9 mph, In From RF"
José Urquidy,Houston Astros,Sunny,2023-04-07,2,3,0,0,0,718684,Sonny Gray,Minnesota Twins,47,Target Field,"10 mph, R To L"
Lucas Giolito,Chicago White Sox,Partly Cloudy,2023-04-07,9,13,1,1,0,718679,Rich Hill,Pittsburgh Pirates,53,PNC Park,"7 mph, Out To CF"
Brad Keller,Kansas City Royals,Cloudy,2023-04-07,3,1,0,0,0,718680,Alex Cobb,San Francisco Giants,57,Oracle Park,"12 mph, R To L"
Ken Waldichuk,Oakland Athletics,Dome,2023-04-07,5,9,0,0,0,718678,Zach Eflin,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Nick Martinez,San Diego Padres,Cloudy,2023-04-07,5,4,1,2,0,718676,Jared Shuster,Atlanta Braves,66,Truist Park,"5 mph, R To L"
Jack Flaherty,St. Louis Cardinals,Roof Closed,2023-04-07,0,4,0,0,0,718674,Brandon Woodruff,Milwaukee Brewers,64,American Family Field,"0 mph, None"
MacKenzie Gore,Washington Nationals,Partly Cloudy,2023-04-07,10,5,1,2,0,718673,José Ureña,Colorado Rockies,64,Coors Field,"5 mph, In From LF"
Chris Bassitt,Toronto Blue Jays,Partly Cloudy,2023-04-07,4,3,1,0,2,718670,Patrick Sandoval,Los Angeles Angels,64,Angel Stadium,"6 mph, Out To CF"
Clayton Kershaw,Los Angeles Dodgers,Clear,2023-04-07,3,6,1,1,1,718671,Madison Bumgarner,Arizona Diamondbacks,77,Chase Field,"9 mph, L To R"
Luis Garcia,Houston Astros,Sunny,2023-04-08,6,9,0,0,0,718666,Joe Ryan,Minnesota Twins,56,Target Field,"8 mph, R To L"
Brady Singer,Kansas City Royals,Overcast,2023-04-08,6,5,0,0,0,718672,Sean Manaea,San Francisco Giants,59,Oracle Park,"6 mph, Varies"
Martín Pérez,Texas Rangers,Sunny,2023-04-08,3,10,1,0,1,718669,Justin Steele,Chicago Cubs,57,Wrigley Field,"10 mph, Out To LF"
Nick Lodolo,Cincinnati Reds,Cloudy,2023-04-08,2,3,1,1,0,718668,Bailey Falter,Philadelphia Phillies,53,Citizens Bank Park,"3 mph, R To L"
Tanner Houck,Boston Red Sox,Sunny,2023-04-08,14,5,0,0,0,718667,Joey Wentz,Detroit Tigers,50,Comerica Park,"6 mph, In From CF"
Shintaro Fujinami,Oakland Athletics,Dome,2023-04-08,0,11,0,0,0,718665,Jeffrey Springs,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Trevor Rogers,Miami Marlins,Cloudy,2023-04-08,2,5,1,0,1,718661,Kodai Senga,New York Mets,52,Citi Field,"2 mph, In From LF"
Marco Gonzales,Seattle Mariners,Clear,2023-04-08,3,2,1,2,0,718663,Cal Quantrill,Cleveland Guardians,45,Progressive Field,"5 mph, In From CF"
Mike Clevinger,Chicago White Sox,Partly Cloudy,2023-04-08,11,5,1,0,1,718662,Vince Velasquez,Pittsburgh Pirates,51,PNC Park,"4 mph, In From LF"
Jhony Brito,New York Yankees,Overcast,2023-04-08,4,1,1,0,1,718664,Cole Irvin,Baltimore Orioles,51,Oriole Park at Camden Yards,"7 mph, In From LF"
Jordan Montgomery,St. Louis Cardinals,Roof Closed,2023-04-08,6,0,1,2,0,718660,Eric Lauer,Milwaukee Brewers,65,American Family Field,"0 mph, None"
Michael Wacha,San Diego Padres,Cloudy,2023-04-08,4,1,0,0,0,718659,Charlie Morton,Atlanta Braves,44,Truist Park,"12 mph, L To R"
Noah Syndergaard,Los Angeles Dodgers,Clear,2023-04-08,8,12,1,4,1,718656,Zach Davies,Arizona Diamondbacks,81,Chase Field,"4 mph, Out To CF"
Trevor Williams,Washington Nationals,Cloudy,2023-04-08,7,6,0,0,0,718658,Austin Gomber,Colorado Rockies,65,Coors Field,"9 mph, In From LF"
José Berríos,Toronto Blue Jays,Clear,2023-04-08,5,9,0,0,0,718657,Tyler Anderson,Los Angeles Angels,63,Angel Stadium,"8 mph, Out To CF"
Connor Overton,Cincinnati Reds,Sunny,2023-04-09,6,4,1,0,1,718652,Taijuan Walker,Philadelphia Phillies,58,Citizens Bank Park,"5 mph, In From LF"
Kutter Crawford,Boston Red Sox,Sunny,2023-04-09,4,1,1,0,1,718654,Matthew Boyd,Detroit Tigers,55,Comerica Park,"7 mph, In From CF"
James Kaprielian,Oakland Athletics,Dome,2023-04-09,0,11,1,0,1,718655,Drew Rasmussen,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Michael Kopech,Chicago White Sox,Sunny,2023-04-09,0,1,0,0,0,718653,Johan Oviedo,Pittsburgh Pirates,56,PNC Park,"8 mph, In From CF"
Nestor Cortes,New York Yankees,Partly Cloudy,2023-04-09,5,3,1,1,0,718651,Tyler Wells,Baltimore Orioles,55,Oriole Park at Camden Yards,"6 mph, R To L"
George Kirby,Seattle Mariners,Sunny,2023-04-09,6,7,1,2,1,718646,Zach Plesac,Cleveland Guardians,52,Progressive Field,"7 mph, In From CF"
Braxton Garrett,Miami Marlins,Sunny,2023-04-09,7,2,1,3,0,718647,Carlos Carrasco,New York Mets,49,Citi Field,"6 mph, In From CF"
Hunter Brown,Houston Astros,Partly Cloudy,2023-04-09,5,1,0,0,0,718649,Tyler Mahle,Minnesota Twins,62,Target Field,"14 mph, Out To LF"
Jake Woodford,St. Louis Cardinals,Sunny,2023-04-09,1,6,0,0,0,718650,Freddy Peralta,Milwaukee Brewers,63,American Family Field,"12 mph, R To L"
Jon Gray,Texas Rangers,Partly Cloudy,2023-04-09,8,2,0,0,0,718642,Jameson Taillon,Chicago Cubs,63,Wrigley Field,"6 mph, Out To LF"
Chad Kuhl,Washington Nationals,Partly Cloudy,2023-04-09,6,7,0,0,0,718645,Ryan Feltner,Colorado Rockies,63,Coors Field,"3 mph, R To L"
Kris Bubic,Kansas City Royals,Partly Cloudy,2023-04-09,1,3,0,0,0,718643,Anthony DeSclafani,San Francisco Giants,65,Oracle Park,"7 mph, Out To RF"
Yusei Kikuchi,Toronto Blue Jays,Sunny,2023-04-09,12,11,1,0,3,718644,Reid Detmers,Los Angeles Angels,72,Angel Stadium,"5 mph, Out To CF"
Michael Grove,Los Angeles Dodgers,Sunny,2023-04-09,6,11,1,1,2,718639,Ryne Nelson,Arizona Diamondbacks,86,Chase Field,"5 mph, Calm"
Seth Lugo,San Diego Padres,Clear,2023-04-09,10,2,0,0,0,718648,Dylan Dodd,Atlanta Braves,63,Truist Park,"8 mph, L To R"
Dylan Cease,Chicago White Sox,Partly Cloudy,2023-04-10,4,3,0,0,0,718640,Kenta Maeda,Minnesota Twins,66,Target Field,"7 mph, Out To RF"
Domingo Germán,New York Yankees,Partly Cloudy,2023-04-10,2,3,1,2,0,718637,Shane Bieber,Cleveland Guardians,56,Progressive Field,"2 mph, In From RF"
JP Sears,Oakland Athletics,Clear,2023-04-10,1,5,1,1,2,718635,Kyle Gibson,Baltimore Orioles,64,Oriole Park at Camden Yards,"6 mph, Out To LF"
Framber Valdez,Houston Astros,Clear,2023-04-10,8,2,1,1,0,718632,Roansy Contreras,Pittsburgh Pirates,69,PNC Park,"3 mph, Out To LF"
Nick Pivetta,Boston Red Sox,Dome,2023-04-10,0,1,0,0,0,718638,Jalen Beeks,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Sandy Alcantara,Miami Marlins,Clear,2023-04-10,3,15,0,0,0,718633,Matt Strahm,Philadelphia Phillies,64,Citizens Bank Park,"9 mph, Out To CF"
Yu Darvish,San Diego Padres,Clear,2023-04-10,0,5,0,0,0,718634,Max Scherzer,New York Mets,55,Citi Field,"9 mph, Out To LF"
Graham Ashcraft,Cincinnati Reds,Clear,2023-04-10,4,5,0,0,0,718636,Bryce Elder,Atlanta Braves,65,Truist Park,"9 mph, L To R"
Luis Castillo,Seattle Mariners,Clear,2023-04-10,2,3,0,0,0,718628,Drew Smyly,Chicago Cubs,67,Wrigley Field,"8 mph, Out To LF"
Zack Greinke,Kansas City Royals,Partly Cloudy,2023-04-10,2,11,1,1,1,718630,Andrew Heaney,Texas Rangers,73,Globe Life Field,"9 mph, In From LF"
Steven Matz,St. Louis Cardinals,Clear,2023-04-10,4,7,0,0,0,718629,Germán Márquez,Colorado Rockies,75,Coors Field,"6 mph, In From CF"
Patrick Corbin,Washington Nationals,Clear,2023-04-10,6,4,1,0,2,718631,José Suarez,Los Angeles Angels,66,Angel Stadium,"6 mph, Out To CF"
Wade Miley,Milwaukee Brewers,Clear,2023-04-10,0,3,1,0,1,718627,Zac Gallen,Arizona Diamondbacks,94,Chase Field,"2 mph, Out To RF"
Julio Urías,Los Angeles Dodgers,Cloudy,2023-04-10,9,1,1,1,0,718641,Logan Webb,San Francisco Giants,55,Oracle Park,"12 mph, Out To CF"
Gerrit Cole,New York Yankees,Clear,2023-04-11,11,2,1,0,2,718626,Hunter Gaddis,Cleveland Guardians,59,Progressive Field,"5 mph, Out To RF"
Kyle Muller,Oakland Athletics,Partly Cloudy,2023-04-11,8,12,1,1,1,718618,Grayson Rodriguez,Baltimore Orioles,76,Oriole Park at Camden Yards,"5 mph, Out To RF"
Cristian Javier,Houston Astros,Clear,2023-04-11,4,7,1,1,0,718623,Mitch Keller,Pittsburgh Pirates,72,PNC Park,"13 mph, Out To CF"
Garrett Whitlock,Boston Red Sox,Dome,2023-04-11,2,7,1,0,1,718625,Shane McClanahan,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Jesús Luzardo,Miami Marlins,Partly Cloudy,2023-04-11,8,4,0,0,0,718619,Aaron Nola,Philadelphia Phillies,70,Citizens Bank Park,"13 mph, L To R"
Matt Manning,Detroit Tigers,Roof Closed,2023-04-11,3,9,0,0,0,718622,Alek Manoah,Toronto Blue Jays,68,Rogers Centre,"0 mph, None"
Ryan Weathers,San Diego Padres,Partly Cloudy,2023-04-11,4,2,0,0,0,718621,David Peterson,New York Mets,69,Citi Field,"8 mph, Out To RF"
Luis Cessa,Cincinnati Reds,Clear,2023-04-11,6,7,1,0,1,718620,Kyle Wright,Atlanta Braves,71,Truist Park,"4 mph, L To R"
Chris Flexen,Seattle Mariners,Partly Cloudy,2023-04-11,9,14,1,2,0,718617,Hayden Wesneski,Chicago Cubs,76,Wrigley Field,"13 mph, Out To CF"
Lance Lynn,Chicago White Sox,Clear,2023-04-11,3,4,1,2,2,718616,Pablo López,Minnesota Twins,78,Target Field,"11 mph, R To L"
Jordan Lyles,Kansas City Royals,Partly Cloudy,2023-04-11,5,8,0,0,0,718615,Jacob deGrom,Texas Rangers,73,Globe Life Field,"10 mph, In From RF"
