away_pitcher,away_team,condition,date,final_score_away,final_score_home,first_inning_run_scored,first_inning_runs_away,first_inning_runs_home,game_id,home_pitcher,home_team,temperature,venue,wind
Tanner Houck,Boston Red Sox,Partly Cloudy,2024-06-18,4,3,0,0,0,744917,Chris Bassitt,Toronto Blue Jays,72,Rogers Centre,"11 mph, R To L"
Casey Mize,Detroit Tigers,Partly Cloudy,2024-06-18,1,2,1,0,2,747107,Spencer Schwellenbach,Atlanta Braves,84,Truist Park,"13 mph, Out To RF"
Aaron Civale,Tampa Bay Rays,Partly Cloudy,2024-06-18,6,7,1,3,0,745893,Pablo López,Minnesota Twins,85,Target Field,"7 mph, R To L"
Logan Webb,San Francisco Giants,Partly Cloudy,2024-06-18,2,5,0,0,0,746867,Justin Steele,Chicago Cubs,87,Wrigley Field,"16 mph, Out To CF"
Luis Severino,New York Mets,Roof Closed,2024-06-18,7,6,0,0,0,745004,Michael Lorenzen,Texas Rangers,74,Globe Life Field,"0 mph, None"
Framber Valdez,Houston Astros,Partly Cloudy,2024-06-18,0,2,0,0,0,746783,Jonathan Cannon,Chicago White Sox,88,Guaranteed Rate Field,"17 mph, R To L"
Walker Buehler,Los Angeles Dodgers,Cloudy,2024-06-18,11,9,1,0,4,746542,Austin Gomber,Colorado Rockies,72,Coors Field,"5 mph, Out To LF"
Tobias Myers,Milwaukee Brewers,Clear,2024-06-18,6,3,1,1,0,746217,Griffin Canning,Los Angeles Angels,74,Angel Stadium,"10 mph, Out To CF"
Alec Marsh,Kansas City Royals,Partly Cloudy,2024-06-18,5,7,1,0,2,745650,Hogan Harris,Oakland Athletics,69,Oakland Coliseum,"14 mph, Out To RF"
Tarik Skubal,Detroit Tigers,Partly Cloudy,2024-06-19,0,7,0,0,0,747106,Reynaldo López,Atlanta Braves,80,Truist Park,"12 mph, L To R"
Hunter Greene,Cincinnati Reds,Partly Cloudy,2024-06-19,0,1,0,0,0,745489,Mitch Keller,Pittsburgh Pirates,87,PNC Park,"6 mph, Out To LF"
Matthew Liberatore,St. Louis Cardinals,Roof Closed,2024-06-19,3,4,1,0,2,746050,Yonny Chirinos,Miami Marlins,72,loanDepot park,"0 mph, None"
Matt Waldron,San Diego Padres,Sunny,2024-06-19,5,2,0,0,0,745561,Ranger Suárez,Philadelphia Phillies,87,Citizens Bank Park,"5 mph, Out To CF"
Erik Miller,San Francisco Giants,Sunny,2024-06-19,5,6,0,0,0,746864,Kyle Hendricks,Chicago Cubs,91,Wrigley Field,"13 mph, Out To CF"
Brandon Pfaadt,Arizona Diamondbacks,Partly Cloudy,2024-06-19,1,3,0,0,0,744842,Patrick Corbin,Washington Nationals,88,Nationals Park,"5 mph, Out To RF"
Bryan Woo,Seattle Mariners,Partly Cloudy,2024-06-19,0,8,1,0,1,746625,Tanner Bibee,Cleveland Guardians,85,Progressive Field,"6 mph, In From CF"
Cade Povich,Baltimore Orioles,Clear,2024-06-19,7,6,1,1,1,745732,Gerrit Cole,New York Yankees,81,Yankee Stadium,"13 mph, R To L"
Brayan Bello,Boston Red Sox,Clear,2024-06-19,7,3,0,0,0,744920,Kevin Gausman,Toronto Blue Jays,84,Rogers Centre,"7 mph, Out To CF"
Taj Bradley,Tampa Bay Rays,Partly Cloudy,2024-06-19,3,2,0,0,0,745887,Joe Ryan,Minnesota Twins,72,Target Field,"4 mph, Out To CF"
Sean Manaea,New York Mets,Roof Closed,2024-06-19,3,5,1,0,1,745002,Andrew Heaney,Texas Rangers,74,Globe Life Field,"0 mph, None"
Hunter Brown,Houston Astros,Partly Cloudy,2024-06-19,4,1,0,0,0,746781,Garrett Crochet,Chicago White Sox,90,Guaranteed Rate Field,"9 mph, R To L"
Bobby Miller,Los Angeles Dodgers,Partly Cloudy,2024-06-19,6,7,1,0,3,746538,Ryan Feltner,Colorado Rockies,73,Coors Field,"9 mph, Out To LF"
Freddy Peralta,Milwaukee Brewers,Clear,2024-06-19,2,0,1,1,0,746219,Tyler Anderson,Los Angeles Angels,72,Angel Stadium,"6 mph, Out To CF"
Cole Ragans,Kansas City Royals,Partly Cloudy,2024-06-19,1,5,0,0,0,745646,Luis Medina,Oakland Athletics,60,Oakland Coliseum,"18 mph, Varies"
Ryne Nelson,Arizona Diamondbacks,Partly Cloudy,2024-06-20,5,2,0,0,0,744841,MacKenzie Gore,Washington Nationals,84,Nationals Park,"5 mph, Out To LF"
Luis Castillo,Seattle Mariners,Partly Cloudy,2024-06-20,3,6,1,2,1,746626,Logan Allen,Cleveland Guardians,88,Progressive Field,"2 mph, In From CF"
Zack Littell,Tampa Bay Rays,Overcast,2024-06-20,7,6,0,0,0,745889,Simeon Woods Richardson,Minnesota Twins,69,Target Field,"6 mph, In From RF"
Spencer Arrighetti,Houston Astros,Sunny,2024-06-20,5,3,1,1,0,746782,Chris Flexen,Chicago White Sox,77,Guaranteed Rate Field,"9 mph, L To R"
Gavin Stone,Los Angeles Dodgers,Partly Cloudy,2024-06-20,5,3,1,1,0,746539,Ty Blach,Colorado Rockies,92,Coors Field,"8 mph, L To R"
Seth Lugo,Kansas City Royals,Partly Cloudy,2024-06-20,3,2,0,0,0,745645,Mitch Spence,Oakland Athletics,63,Oakland Coliseum,"10 mph, Varies"
Cole Irvin,Baltimore Orioles,Partly Cloudy,2024-06-20,17,5,1,1,0,745734,Luis Gil,New York Yankees,90,Yankee Stadium,"10 mph, Out To LF"
Keaton Winn,San Francisco Giants,Clear,2024-06-20,5,6,1,0,3,745164,Andre Pallante,St. Louis Cardinals,90,Rickwood Field,"7 mph, In From CF"
Bryse Wilson,Milwaukee Brewers,Clear,2024-06-20,6,7,1,1,4,745401,Adam Mazur,San Diego Padres,70,Petco Park,"9 mph, L To R"
Jose Quintana,New York Mets,Sunny,2024-06-21,11,1,1,3,1,746861,Shota Imanaga,Chicago Cubs,79,Wrigley Field,"9 mph, R To L"
Ryan Pepiot,Tampa Bay Rays,Clear,2024-06-21,10,3,0,0,0,745483,Carmen Mlodzinski,Pittsburgh Pirates,96,PNC Park,"6 mph, Out To CF"
Jordan Montgomery,Arizona Diamondbacks,Clear,2024-06-21,5,4,0,0,0,745562,Taijuan Walker,Philadelphia Phillies,93,Citizens Bank Park,"10 mph, Out To CF"
Erick Fedde,Chicago White Sox,Clear,2024-06-21,1,2,0,0,0,746460,Jack Flaherty,Detroit Tigers,85,Comerica Park,"8 mph, In From RF"
Chris Sale,Atlanta Braves,Partly Cloudy,2024-06-21,8,1,1,3,0,745729,Carlos Rodón,New York Yankees,87,Yankee Stadium,"10 mph, L To R"
Kutter Crawford,Boston Red Sox,Clear,2024-06-21,2,5,1,0,1,746698,Andrew Abbott,Cincinnati Reds,91,Great American Ball Park,"5 mph, Out To LF"
Yariel Rodríguez,Toronto Blue Jays,Clear,2024-06-21,1,7,0,0,0,746624,Carlos Carrasco,Cleveland Guardians,85,Progressive Field,"1 mph, In From CF"
George Kirby,Seattle Mariners,Roof Closed,2024-06-21,2,3,1,1,0,746052,Trevor Rogers,Miami Marlins,72,loanDepot park,"0 mph, None"
Brady Singer,Kansas City Royals,Roof Closed,2024-06-21,2,6,0,0,0,745006,Nathan Eovaldi,Texas Rangers,74,Globe Life Field,"0 mph, None"
Grayson Rodriguez,Baltimore Orioles,Roof Closed,2024-06-21,11,14,1,0,1,746375,Jake Bloss,Houston Astros,73,Minute Maid Park,"0 mph, None"
DJ Herz,Washington Nationals,Partly Cloudy,2024-06-21,11,5,0,0,0,746540,Dakota Hudson,Colorado Rockies,84,Coors Field,"5 mph, Out To CF"
Chris Paddack,Minnesota Twins,Clear,2024-06-21,5,6,1,1,1,745649,Joey Estes,Oakland Athletics,63,Oakland Coliseum,"10 mph, Varies"
Colin Rea,Milwaukee Brewers,Clear,2024-06-21,5,9,0,0,0,745403,Dylan Cease,San Diego Padres,70,Petco Park,"7 mph, L To R"
Patrick Sandoval,Los Angeles Angels,Clear,2024-06-21,3,2,0,0,0,746131,Landon Knack,Los Angeles Dodgers,76,Dodger Stadium,"7 mph, L To R"
Drew Thorpe,Chicago White Sox,Partly Cloudy,2024-06-22,5,1,0,0,0,746459,Kenta Maeda,Detroit Tigers,91,Comerica Park,"14 mph, R To L"
Jordan Hicks,San Francisco Giants,Partly Cloudy,2024-06-22,4,9,1,3,2,745163,Miles Mikolas,St. Louis Cardinals,91,Busch Stadium,"13 mph, R To L"
Tylor Megill,New York Mets,Cloudy,2024-06-22,1,8,1,0,5,746863,Jameson Taillon,Chicago Cubs,91,Wrigley Field,"8 mph, Out To CF"
Zach Eflin,Tampa Bay Rays,Partly Cloudy,2024-06-22,3,4,1,1,1,745486,Jared Jones,Pittsburgh Pirates,95,PNC Park,"10 mph, Out To LF"
Michael Wacha,Kansas City Royals,Roof Closed,2024-06-22,0,6,0,0,0,744997,Jon Gray,Texas Rangers,74,Globe Life Field,"0 mph, Calm"
Tommy Henry,Arizona Diamondbacks,Partly Cloudy,2024-06-22,1,12,1,0,2,745564,Zack Wheeler,Philadelphia Phillies,97,Citizens Bank Park,"11 mph, Out To RF"
Bailey Ober,Minnesota Twins,Sunny,2024-06-22,10,2,1,1,1,745644,JP Sears,Oakland Athletics,76,Oakland Coliseum,"3 mph, Out To RF"
Nick Pivetta,Boston Red Sox,Partly Cloudy,2024-06-22,4,3,1,0,2,746700,Frankie Montas,Cincinnati Reds,92,Great American Ball Park,"10 mph, R To L"
Corbin Burnes,Baltimore Orioles,Roof Closed,2024-06-22,1,5,0,0,0,746376,Ronel Blanco,Houston Astros,73,Minute Maid Park,"0 mph, None"
José Berríos,Toronto Blue Jays,Partly Cloudy,2024-06-22,3,6,0,0,0,746622,Ben Lively,Cleveland Guardians,89,Progressive Field,"1 mph, L To R"
Logan Gilbert,Seattle Mariners,Roof Closed,2024-06-22,9,0,1,2,0,746048,Shaun Anderson,Miami Marlins,72,loanDepot park,"0 mph, None"
Charlie Morton,Atlanta Braves,Cloudy,2024-06-22,3,8,1,1,2,745731,Marcus Stroman,New York Yankees,80,Yankee Stadium,"8 mph, R To L"
Carlos Rodriguez,Milwaukee Brewers,Sunny,2024-06-22,4,6,0,0,0,745402,Randy Vásquez,San Diego Padres,76,Petco Park,"11 mph, L To R"
Mitchell Parker,Washington Nationals,Cloudy,2024-06-22,7,8,1,0,1,746541,Cal Quantrill,Colorado Rockies,83,Coors Field,"13 mph, L To R"
Zach Plesac,Los Angeles Angels,Clear,2024-06-22,2,7,0,0,0,746132,Tyler Glasnow,Los Angeles Dodgers,79,Dodger Stadium,"9 mph, Out To CF"
Slade Cecconi,Arizona Diamondbacks,Partly Cloudy,2024-06-23,1,4,0,0,0,745566,Cristopher Sánchez,Philadelphia Phillies,91,Citizens Bank Park,"14 mph, Out To RF"
Aaron Civale,Tampa Bay Rays,Cloudy,2024-06-23,3,1,1,1,0,745485,Paul Skenes,Pittsburgh Pirates,84,PNC Park,"16 mph, Out To LF"
Max Fried,Atlanta Braves,Partly Cloudy,2024-06-23,3,1,0,0,0,745727,Nestor Cortes,New York Yankees,92,Yankee Stadium,"11 mph, Out To CF"
Zack Kelly,Boston Red Sox,Cloudy,2024-06-23,7,4,0,0,0,746699,Nick Lodolo,Cincinnati Reds,80,Great American Ball Park,"14 mph, Out To LF"
Yusei Kikuchi,Toronto Blue Jays,Cloudy,2024-06-23,5,6,1,2,1,746621,Triston McKenzie,Cleveland Guardians,78,Progressive Field,"26 mph, L To R"
Jonathan Cannon,Chicago White Sox,Partly Cloudy,2024-06-23,2,11,1,0,5,746457,Reese Olson,Detroit Tigers,84,Comerica Park,"15 mph, Out To LF"
Bryce Miller,Seattle Mariners,Roof Closed,2024-06-23,4,6,1,0,4,746051,Kyle Tyler,Miami Marlins,72,loanDepot park,"0 mph, None"
Albert Suárez,Baltimore Orioles,Roof Closed,2024-06-23,1,8,1,0,4,746373,Framber Valdez,Houston Astros,73,Minute Maid Park,"0 mph, None"
Logan Webb,San Francisco Giants,Sunny,2024-06-23,3,5,1,0,3,745165,Sonny Gray,St. Louis Cardinals,90,Busch Stadium,"14 mph, Out To RF"
Alec Marsh,Kansas City Royals,Roof Closed,2024-06-23,0,4,0,0,0,745000,Max Scherzer,Texas Rangers,74,Globe Life Field,"0 mph, None"
Jake Irvin,Washington Nationals,Sunny,2024-06-23,2,1,0,0,0,746536,Kyle Freeland,Colorado Rockies,94,Coors Field,"8 mph, In From LF"
Pablo López,Minnesota Twins,Sunny,2024-06-23,3,0,0,0,0,745648,Hogan Harris,Oakland Athletics,75,Oakland Coliseum,"12 mph, Out To RF"
Tobias Myers,Milwaukee Brewers,Sunny,2024-06-23,6,2,0,0,0,745396,Michael King,San Diego Padres,79,Petco Park,"8 mph, L To R"
Luis Severino,New York Mets,Partly Cloudy,2024-06-23,5,2,0,0,0,746862,Javier Assad,Chicago Cubs,73,Wrigley Field,"8 mph, In From LF"
Tanner Bibee,Cleveland Guardians,Partly Cloudy,2024-06-24,3,2,1,1,1,747021,Cade Povich,Baltimore Orioles,84,Oriole Park at Camden Yards,"12 mph, In From LF"
Aaron Nola,Philadelphia Phillies,Partly Cloudy,2024-06-24,8,1,1,4,0,746458,Casey Mize,Detroit Tigers,81,Comerica Park,"10 mph, Out To CF"
Bryan Woo,Seattle Mariners,Dome,2024-06-24,3,4,0,0,0,745078,Taj Bradley,Tampa Bay Rays,0,Tropicana Field,"0 mph, None"
Bailey Falter,Pittsburgh Pirates,Partly Cloudy,2024-06-24,5,11,0,0,0,746696,Carson Spiers,Cincinnati Reds,85,Great American Ball Park,"5 mph, Out To LF"
Chris Bassitt,Toronto Blue Jays,Partly Cloudy,2024-06-24,6,7,0,0,0,746941,Tanner Houck,Boston Red Sox,77,Fenway Park,"10 mph, In From LF"
Spencer Schwellenbach,Atlanta Braves,Clear,2024-06-24,3,4,0,0,0,745160,Lance Lynn,St. Louis Cardinals,92,Busch Stadium,"9 mph, In From RF"
James Paxton,Los Angeles Dodgers,Clear,2024-06-24,3,0,0,0,0,746780,Garrett Crochet,Chicago White Sox,80,Guaranteed Rate Field,"6 mph, In From LF"
Roddery Muñoz,Miami Marlins,Clear,2024-06-24,1,4,0,0,0,746298,Cole Ragans,Kansas City Royals,100,Kauffman Stadium,"16 mph, R To L"
Michael Lorenzen,Texas Rangers,Clear,2024-06-24,3,6,0,0,0,745974,Freddy Peralta,Milwaukee Brewers,77,American Family Field,"8 mph, In From RF"
Luis Medina,Oakland Athletics,Clear,2024-06-24,1,5,1,0,2,746218,Griffin Canning,Los Angeles Angels,84,Angel Stadium,"10 mph, R To L"
Patrick Corbin,Washington Nationals,Clear,2024-06-24,6,7,0,0,0,745397,Matt Waldron,San Diego Padres,77,Petco Park,"7 mph, L To R"
Justin Steele,Chicago Cubs,Partly Cloudy,2024-06-24,4,5,0,0,0,745323,Erik Miller,San Francisco Giants,65,Oracle Park,"14 mph, Out To CF"
Logan Allen,Cleveland Guardians,Partly Cloudy,2024-06-25,10,8,1,1,2,747022,Cole Irvin,Baltimore Orioles,91,Oriole Park at Camden Yards,"10 mph, Out To LF"
Ranger Suárez,Philadelphia Phillies,Partly Cloudy,2024-06-25,1,4,0,0,0,746454,Tarik Skubal,Detroit Tigers,84,Comerica Park,"16 mph, R To L"
Luis Castillo,Seattle Mariners,Dome,2024-06-25,3,11,1,0,1,745076,Zack Littell,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Mitch Keller,Pittsburgh Pirates,Partly Cloudy,2024-06-25,9,5,1,3,0,746697,Hunter Greene,Cincinnati Reds,87,Great American Ball Park,"11 mph, R To L"
Kevin Gausman,Toronto Blue Jays,Partly Cloudy,2024-06-25,9,4,0,0,0,746943,Brayan Bello,Boston Red Sox,85,Fenway Park,"5 mph, Out To CF"
Gerrit Cole,New York Yankees,Clear,2024-06-25,7,9,1,0,1,745806,David Peterson,New York Mets,84,Citi Field,"10 mph, Out To LF"
Austin Gomber,Colorado Rockies,Roof Closed,2024-06-25,2,5,1,0,5,746372,Hunter Brown,Houston Astros,73,Minute Maid Park,"0 mph, None"
Bobby Miller,Los Angeles Dodgers,Partly Cloudy,2024-06-25,4,3,1,1,3,746775,Chris Flexen,Chicago White Sox,81,Guaranteed Rate Field,"12 mph, R To L"
Yonny Chirinos,Miami Marlins,Clear,2024-06-25,2,1,1,0,1,746293,Seth Lugo,Kansas City Royals,94,Kauffman Stadium,"13 mph, R To L"
Andrew Heaney,Texas Rangers,Partly Cloudy,2024-06-25,1,3,1,1,0,745973,Hoby Milner,Milwaukee Brewers,87,American Family Field,"9 mph, Out To RF"
Mitch Spence,Oakland Athletics,Clear,2024-06-25,5,7,0,0,0,746213,Tyler Anderson,Los Angeles Angels,79,Angel Stadium,"4 mph, Out To CF"
MacKenzie Gore,Washington Nationals,Partly Cloudy,2024-06-25,7,9,1,0,2,745399,Adam Mazur,San Diego Padres,72,Petco Park,"8 mph, L To R"
Joe Ryan,Minnesota Twins,Roof Closed,2024-06-25,4,5,1,0,2,747188,Brandon Pfaadt,Arizona Diamondbacks,78,Chase Field,"0 mph, None"
Kyle Hendricks,Chicago Cubs,Partly Cloudy,2024-06-25,1,5,0,0,0,745322,Randy Rodríguez,San Francisco Giants,62,Oracle Park,"13 mph, Out To CF"
George Kirby,Seattle Mariners,Dome,2024-06-26,5,2,0,0,0,745073,Ryan Pepiot,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Luis Ortiz,Pittsburgh Pirates,Overcast,2024-06-26,6,1,0,0,0,746695,Graham Ashcraft,Cincinnati Reds,77,Great American Ball Park,"9 mph, R To L"
Spencer Turnbull,Philadelphia Phillies,Cloudy,2024-06-26,6,2,1,1,1,746456,Tyler Holton,Detroit Tigers,80,Comerica Park,"4 mph, Out To CF"
Reynaldo López,Atlanta Braves,Drizzle,2024-06-26,6,2,0,0,0,745157,Kyle Gibson,St. Louis Cardinals,76,Busch Stadium,"7 mph, Out To RF"
Bryce Elder,Atlanta Braves,Partly Cloudy,2024-06-26,1,4,0,0,0,745158,Matthew Liberatore,St. Louis Cardinals,81,Busch Stadium,"9 mph, In From LF"
Ryan Feltner,Colorado Rockies,Roof Closed,2024-06-26,1,7,0,0,0,746374,Spencer Arrighetti,Houston Astros,73,Minute Maid Park,"0 mph, None"
Valente Bellozo,Miami Marlins,Partly Cloudy,2024-06-26,1,5,0,0,0,746291,Brady Singer,Kansas City Royals,79,Kauffman Stadium,"14 mph, L To R"
Nathan Eovaldi,Texas Rangers,Partly Cloudy,2024-06-26,5,6,0,0,0,745975,Dallas Keuchel,Milwaukee Brewers,83,American Family Field,"9 mph, In From LF"
Joey Estes,Oakland Athletics,Sunny,2024-06-26,2,5,0,0,0,746212,Roansy Contreras,Los Angeles Angels,80,Angel Stadium,"4 mph, Out To CF"
DJ Herz,Washington Nationals,Partly Cloudy,2024-06-26,5,8,0,0,0,745400,Dylan Cease,San Diego Padres,75,Petco Park,"10 mph, L To R"
Carlos Carrasco,Cleveland Guardians,Cloudy,2024-06-26,2,4,0,0,0,747019,Grayson Rodriguez,Baltimore Orioles,89,Oriole Park at Camden Yards,"8 mph, Out To RF"
Yariel Rodríguez,Toronto Blue Jays,Cloudy,2024-06-26,4,1,0,0,0,746942,Kutter Crawford,Boston Red Sox,81,Fenway Park,"8 mph, Out To LF"
Luis Gil,New York Yankees,Partly Cloudy,2024-06-26,2,12,0,0,0,745808,Sean Manaea,New York Mets,83,Citi Field,"8 mph, Out To LF"
Gavin Stone,Los Angeles Dodgers,Partly Cloudy,2024-06-26,4,0,1,1,0,746777,Erick Fedde,Chicago White Sox,80,Guaranteed Rate Field,"9 mph, Out To RF"
Simeon Woods Richardson,Minnesota Twins,Roof Closed,2024-06-26,8,3,0,0,0,747184,Ryne Nelson,Arizona Diamondbacks,74,Chase Field,"0 mph, None"
Hayden Wesneski,Chicago Cubs,Partly Cloudy,2024-06-26,3,4,0,0,0,745325,Hayden Birdsong,San Francisco Giants,63,Oracle Park,"16 mph, Varies"
David Festa,Minnesota Twins,Roof Closed,2024-06-27,13,6,0,0,0,747185,Jordan Montgomery,Arizona Diamondbacks,78,Chase Field,"0 mph, None"
Shota Imanaga,Chicago Cubs,Sunny,2024-06-27,5,3,0,0,0,745324,Jordan Hicks,San Francisco Giants,67,Oracle Park,"9 mph, Out To CF"
Chris Sale,Atlanta Braves,Sunny,2024-06-27,0,1,1,0,1,746816,Chad Kuhl,Chicago White Sox,70,Guaranteed Rate Field,"10 mph, L To R"
Trevor Rogers,Miami Marlins,Partly Cloudy,2024-06-27,7,4,1,0,1,745565,Zack Wheeler,Philadelphia Phillies,87,Citizens Bank Park,"12 mph, L To R"
Jon Gray,Texas Rangers,Partly Cloudy,2024-06-27,2,11,1,0,3,747020,Corbin Burnes,Baltimore Orioles,88,Oriole Park at Camden Yards,"4 mph, Out To RF"
Carlos Rodón,New York Yankees,Clear,2024-06-27,2,9,1,0,5,744919,José Berríos,Toronto Blue Jays,70,Rogers Centre,"10 mph, In From LF"
Andrew Abbott,Cincinnati Reds,Partly Cloudy,2024-06-27,11,4,1,1,0,745162,Miles Mikolas,St. Louis Cardinals,86,Busch Stadium,"6 mph, In From RF"
Ben Lively,Cleveland Guardians,Cloudy,2024-06-27,1,2,0,0,0,746288,Michael Wacha,Kansas City Royals,84,Kauffman Stadium,"13 mph, R To L"
Jack Flaherty,Detroit Tigers,Clear,2024-06-27,0,5,0,0,0,746210,Davis Daniel,Los Angeles Angels,77,Angel Stadium,"9 mph, Out To CF"
Kyle Tyler,Miami Marlins,Partly Cloudy,2024-06-28,0,2,0,0,0,745560,Cristopher Sánchez,Philadelphia Phillies,79,Citizens Bank Park,"9 mph, Out To LF"
Mitchell Parker,Washington Nationals,Dome,2024-06-28,1,3,0,0,0,745070,Zach Eflin,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Max Scherzer,Texas Rangers,Partly Cloudy,2024-06-28,1,2,0,0,0,747017,Albert Suárez,Baltimore Orioles,81,Oriole Park at Camden Yards,"11 mph, R To L"
Marcus Stroman,New York Yankees,Roof Closed,2024-06-28,16,5,1,0,1,744922,Yusei Kikuchi,Toronto Blue Jays,68,Rogers Centre,"0 mph, None"
Ronel Blanco,Houston Astros,Clear,2024-06-28,2,7,1,1,1,745804,Jose Quintana,New York Mets,71,Citi Field,"10 mph, Out To LF"
Randy Vásquez,San Diego Padres,Clear,2024-06-28,9,2,0,0,0,746939,Nick Pivetta,Boston Red Sox,75,Fenway Park,"6 mph, Out To CF"
Dakota Hudson,Colorado Rockies,Cloudy,2024-06-28,3,5,0,0,0,746776,Drew Thorpe,Chicago White Sox,74,Guaranteed Rate Field,"5 mph, In From RF"
Martín Pérez,Pittsburgh Pirates,Partly Cloudy,2024-06-28,1,6,0,0,0,747105,Charlie Morton,Atlanta Braves,88,Truist Park,"8 mph, L To R"
Triston McKenzie,Cleveland Guardians,Partly Cloudy,2024-06-28,3,10,1,1,0,746292,Alec Marsh,Kansas City Royals,87,Kauffman Stadium,"11 mph, R To L"
Jameson Taillon,Chicago Cubs,Roof Closed,2024-06-28,2,4,0,0,0,745970,Colin Rea,Milwaukee Brewers,74,American Family Field,"3 mph, In From RF"
Frankie Montas,Cincinnati Reds,Overcast,2024-06-28,0,1,0,0,0,745161,Andre Pallante,St. Louis Cardinals,86,Busch Stadium,"13 mph, Out To LF"
Kenta Maeda,Detroit Tigers,Clear,2024-06-28,2,5,1,0,2,746214,Zach Plesac,Los Angeles Angels,76,Angel Stadium,"10 mph, R To L"
JP Sears,Oakland Athletics,Roof Closed,2024-06-28,9,4,1,0,2,747183,Slade Cecconi,Arizona Diamondbacks,79,Chase Field,"0 mph, None"
Bailey Ober,Minnesota Twins,Cloudy,2024-06-28,2,3,0,0,0,745238,Logan Gilbert,Seattle Mariners,66,T-Mobile Park,"2 mph, L To R"
Landon Knack,Los Angeles Dodgers,Clear,2024-06-28,3,5,0,0,0,745319,Logan Webb,San Francisco Giants,64,Oracle Park,"16 mph, Out To CF"
Cal Quantrill,Colorado Rockies,Sunny,2024-06-29,3,11,0,0,0,746778,Jonathan Cannon,Chicago White Sox,87,Guaranteed Rate Field,"8 mph, Out To LF"
Carson Spiers,Cincinnati Reds,Partly Cloudy,2024-06-29,9,4,0,0,0,745159,Sonny Gray,St. Louis Cardinals,88,Busch Stadium,"5 mph, Out To RF"
Nestor Cortes,New York Yankees,Roof Closed,2024-06-29,3,9,1,0,2,744921,Chris Bassitt,Toronto Blue Jays,68,Rogers Centre,"0 mph, None"
Roddery Muñoz,Miami Marlins,Cloudy,2024-06-29,3,2,0,0,0,745559,Aaron Nola,Philadelphia Phillies,86,Citizens Bank Park,"13 mph, Out To CF"
Tanner Bibee,Cleveland Guardians,Cloudy,2024-06-29,7,2,1,1,1,746289,Cole Ragans,Kansas City Royals,89,Kauffman Stadium,"8 mph, L To R"
Framber Valdez,Houston Astros,Partly Cloudy,2024-06-29,9,6,0,0,0,745801,Tylor Megill,New York Mets,80,Citi Field,"18 mph, Out To LF"
Hogan Harris,Oakland Athletics,Roof Closed,2024-06-29,0,3,0,0,0,747186,Zac Gallen,Arizona Diamondbacks,78,Chase Field,"0 mph, None"
Michael King,San Diego Padres,Cloudy,2024-06-29,11,1,0,0,0,746940,Tanner Houck,Boston Red Sox,73,Fenway Park,"3 mph, Out To LF"
Jake Irvin,Washington Nationals,Dome,2024-06-29,8,1,1,1,1,745071,Aaron Civale,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Paul Skenes,Pittsburgh Pirates,Partly Cloudy,2024-06-29,1,2,1,0,1,747104,Max Fried,Atlanta Braves,84,Truist Park,"6 mph, Calm"
Justin Steele,Chicago Cubs,Partly Cloudy,2024-06-29,5,3,1,2,0,745972,Tobias Myers,Milwaukee Brewers,85,American Family Field,"9 mph, In From CF"
Tyler Glasnow,Los Angeles Dodgers,Sunny,2024-06-29,14,7,1,0,1,745317,Erik Miller,San Francisco Giants,68,Oracle Park,"18 mph, Out To CF"
Michael Lorenzen,Texas Rangers,Partly Cloudy,2024-06-29,5,6,1,1,0,747018,Cade Povich,Baltimore Orioles,90,Oriole Park at Camden Yards,"11 mph, Out To LF"
Reese Olson,Detroit Tigers,Clear,2024-06-29,5,6,1,1,0,746211,Griffin Canning,Los Angeles Angels,77,Angel Stadium,"7 mph, R To L"
Pablo López,Minnesota Twins,Roof Closed,2024-06-29,5,1,0,0,0,745239,Bryce Miller,Seattle Mariners,67,T-Mobile Park,"0 mph, Calm"
Bailey Falter,Pittsburgh Pirates,Partly Cloudy,2024-06-30,4,2,0,0,0,747101,Spencer Schwellenbach,Atlanta Braves,88,Truist Park,"7 mph, Out To LF"
Matt Waldron,San Diego Padres,Cloudy,2024-06-30,1,4,1,0,2,746938,Josh Winckowski,Boston Red Sox,86,Fenway Park,"8 mph, Out To LF"
Yonny Chirinos,Miami Marlins,Cloudy,2024-06-30,6,7,1,1,2,745555,Ranger Suárez,Philadelphia Phillies,81,Citizens Bank Park,"9 mph, Out To CF"
Gerrit Cole,New York Yankees,Cloudy,2024-06-30,8,1,1,2,0,744916,Kevin Gausman,Toronto Blue Jays,64,Rogers Centre,"16 mph, L To R"
Shawn Dubin,Houston Astros,Cloudy,2024-06-30,10,5,0,0,0,745802,Luis Severino,New York Mets,82,Citi Field,"10 mph, Out To CF"
Patrick Corbin,Washington Nationals,Dome,2024-06-30,0,5,0,0,0,745072,Taj Bradley,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Logan Allen,Cleveland Guardians,Sunny,2024-06-30,2,6,1,0,1,746290,Seth Lugo,Kansas City Royals,78,Kauffman Stadium,"8 mph, R To L"
Kyle Freeland,Colorado Rockies,Sunny,2024-06-30,5,4,0,0,0,746779,Garrett Crochet,Chicago White Sox,66,Guaranteed Rate Field,"14 mph, L To R"
