away_pitcher,away_team,condition,date,final_score_away,final_score_home,first_inning_run_scored,first_inning_runs_away,first_inning_runs_home,game_id,home_pitcher,home_team,temperature,venue,wind
Taj Bradley,Tampa Bay Rays,Overcast,2024-05-15,4,3,1,0,1,746960,Tanner Houck,Boston Red Sox,67,Fenway Park,"2 mph, Out To LF"
Javier Assad,Chicago Cubs,Partly Cloudy,2024-05-15,7,1,1,3,0,747123,Charlie Morton,Atlanta Braves,78,Truist Park,"5 mph, Out To LF"
Marcus Stroman,New York Yankees,Cloudy,2024-05-15,4,0,1,1,0,745908,Pablo López,Minnesota Twins,71,Target Field,"11 mph, R To L"
Carlos Carrasco,Cleveland Guardians,Roof Closed,2024-05-15,0,4,0,0,0,745015,Jon Gray,Texas Rangers,74,Globe Life Field,"0 mph, Calm"
Aaron Brooks,Oakland Athletics,Roof Closed,2024-05-15,0,3,1,0,2,746397,Framber Valdez,Houston Astros,73,Minute Maid Park,"0 mph, None"
Lance Lynn,St. Louis Cardinals,Cloudy,2024-05-15,2,7,1,0,4,746231,Griffin Canning,Los Angeles Angels,68,Angel Stadium,"8 mph, Out To CF"
Elieser Hernández,Los Angeles Dodgers,Partly Cloudy,2024-05-15,1,4,0,0,0,745341,Logan Webb,San Francisco Giants,58,Oracle Park,"15 mph, Out To CF"
Clarke Schmidt,New York Yankees,Partly Cloudy,2024-05-16,5,0,1,3,0,745907,Joe Ryan,Minnesota Twins,60,Target Field,"11 mph, Out To CF"
Jose Quintana,New York Mets,Cloudy,2024-05-16,6,5,1,1,0,745580,Taijuan Walker,Philadelphia Phillies,66,Citizens Bank Park,"10 mph, In From CF"
Zack Littell,Tampa Bay Rays,Partly Cloudy,2024-05-16,7,5,0,0,0,746959,Cooper Criswell,Boston Red Sox,60,Fenway Park,"2 mph, In From RF"
Jared Jones,Pittsburgh Pirates,Cloudy,2024-05-16,5,4,1,2,0,746881,Justin Steele,Chicago Cubs,69,Wrigley Field,"11 mph, Out To LF"
Joey Estes,Oakland Athletics,Roof Closed,2024-05-16,1,8,0,0,0,746391,Cristian Javier,Houston Astros,73,Minute Maid Park,"0 mph, None"
Brent Suter,Cincinnati Reds,Clear,2024-05-16,7,2,1,2,0,746150,Tyler Glasnow,Los Angeles Dodgers,64,Dodger Stadium,"5 mph, Out To RF"
Paul Skenes,Pittsburgh Pirates,Sunny,2024-05-17,9,3,0,0,0,746878,Kyle Hendricks,Chicago Cubs,77,Wrigley Field,"6 mph, In From CF"
Jake Irvin,Washington Nationals,Partly Cloudy,2024-05-17,2,4,1,0,1,745579,Zack Wheeler,Philadelphia Phillies,68,Citizens Bank Park,"6 mph, Out To CF"
Bryce Miller,Seattle Mariners,Cloudy,2024-05-17,2,9,1,1,5,747037,John Means,Baltimore Orioles,69,Oriole Park at Camden Yards,"4 mph, Out To LF"
Mike Clevinger,Chicago White Sox,Cloudy,2024-05-17,2,4,1,0,1,745747,Nestor Cortes,New York Yankees,69,Yankee Stadium,"6 mph, Varies"
Tyler Alexander,Tampa Bay Rays,Roof Closed,2024-05-17,4,3,0,0,0,744934,Chris Bassitt,Toronto Blue Jays,68,Rogers Centre,"0 mph, None"
Simeon Woods Richardson,Minnesota Twins,Cloudy,2024-05-17,2,3,0,0,0,746641,Triston McKenzie,Cleveland Guardians,66,Progressive Field,"4 mph, R To L"
Christian Scott,New York Mets,Roof Closed,2024-05-17,0,8,0,0,0,746065,Jesús Luzardo,Miami Marlins,72,loanDepot park,"0 mph, None"
Matt Waldron,San Diego Padres,Cloudy,2024-05-17,3,1,1,0,1,747122,Max Fried,Atlanta Braves,69,Truist Park,"6 mph, In From LF"
Mitch Spence,Oakland Athletics,Clear,2024-05-17,2,6,1,0,1,746310,Cole Ragans,Kansas City Royals,78,Kauffman Stadium,"7 mph, L To R"
Tyler Anderson,Los Angeles Angels,Clear,2024-05-17,9,3,0,0,0,745016,Andrew Heaney,Texas Rangers,81,Globe Life Field,"3 mph, In From LF"
Freddy Peralta,Milwaukee Brewers,Roof Closed,2024-05-17,4,5,0,0,0,746388,Hunter Brown,Houston Astros,73,Minute Maid Park,"0 mph, None"
Brayan Bello,Boston Red Sox,Partly Cloudy,2024-05-17,6,10,1,0,2,745178,Kyle Gibson,St. Louis Cardinals,73,Busch Stadium,"8 mph, Out To LF"
Tarik Skubal,Detroit Tigers,Roof Closed,2024-05-17,13,0,0,0,0,747201,Ryne Nelson,Arizona Diamondbacks,74,Chase Field,"0 mph, None"
Frankie Montas,Cincinnati Reds,Clear,2024-05-17,3,7,1,0,1,746148,James Paxton,Los Angeles Dodgers,65,Dodger Stadium,"7 mph, Out To RF"
Ryan Feltner,Colorado Rockies,Partly Cloudy,2024-05-17,5,10,1,3,1,745335,Mason Black,San Francisco Giants,58,Oracle Park,"14 mph, Out To CF"
Brad Keller,Chicago White Sox,Partly Cloudy,2024-05-18,1,6,1,1,2,745744,Luis Gil,New York Yankees,67,Yankee Stadium,"10 mph, In From LF"
Bailey Falter,Pittsburgh Pirates,Partly Cloudy,2024-05-18,0,1,0,0,0,746882,Shota Imanaga,Chicago Cubs,82,Wrigley Field,"9 mph, R To L"
Zach Eflin,Tampa Bay Rays,Partly Cloudy,2024-05-18,5,4,0,0,0,744938,Kevin Gausman,Toronto Blue Jays,61,Rogers Centre,"13 mph, R To L"
Luis Castillo,Seattle Mariners,Cloudy,2024-05-18,4,3,0,0,0,747036,Grayson Rodriguez,Baltimore Orioles,67,Oriole Park at Camden Yards,"5 mph, Out To LF"
Ty Blach,Colorado Rockies,Sunny,2024-05-18,4,14,1,0,3,745339,Kyle Harrison,San Francisco Giants,63,Oracle Park,"10 mph, Varies"
Luis Severino,New York Mets,Roof Closed,2024-05-18,9,10,1,2,0,746067,Braxton Garrett,Miami Marlins,72,loanDepot park,"0 mph, None"
MacKenzie Gore,Washington Nationals,Rain,2024-05-18,3,4,1,1,0,745581,Cristopher Sánchez,Philadelphia Phillies,63,Citizens Bank Park,"3 mph, Out To LF"
Bailey Ober,Minnesota Twins,Clear,2024-05-18,4,11,1,0,2,746642,Logan Allen,Cleveland Guardians,66,Progressive Field,"9 mph, In From CF"
Ross Stripling,Oakland Athletics,Clear,2024-05-18,3,5,1,0,2,746308,Seth Lugo,Kansas City Royals,87,Kauffman Stadium,"6 mph, R To L"
Bryse Wilson,Milwaukee Brewers,Roof Closed,2024-05-18,4,2,0,0,0,746389,Justin Verlander,Houston Astros,73,Minute Maid Park,"0 mph, None"
Kutter Crawford,Boston Red Sox,Clear,2024-05-18,2,7,0,0,0,745177,Miles Mikolas,St. Louis Cardinals,82,Busch Stadium,"3 mph, In From RF"
Patrick Sandoval,Los Angeles Angels,Roof Closed,2024-05-18,2,3,0,0,0,745013,José Ureña,Texas Rangers,74,Globe Life Field,"0 mph, None"
Jack Flaherty,Detroit Tigers,Roof Closed,2024-05-18,8,3,0,0,0,747202,Zac Gallen,Arizona Diamondbacks,78,Chase Field,"0 mph, None"
Graham Ashcraft,Cincinnati Reds,Clear,2024-05-18,0,4,0,0,0,746142,Walker Buehler,Los Angeles Dodgers,67,Dodger Stadium,"6 mph, L To R"
Nick Pivetta,Boston Red Sox,Sunny,2024-05-19,11,3,1,1,0,745179,Matthew Liberatore,St. Louis Cardinals,85,Busch Stadium,"4 mph, Out To LF"
George Kirby,Seattle Mariners,Overcast,2024-05-19,3,6,1,0,2,747035,Corbin Burnes,Baltimore Orioles,70,Oriole Park at Camden Yards,"1 mph, In From RF"
Trevor Williams,Washington Nationals,Sunny,2024-05-19,5,11,0,0,0,745577,Aaron Nola,Philadelphia Phillies,74,Citizens Bank Park,"7 mph, In From RF"
Chris Flexen,Chicago White Sox,Partly Cloudy,2024-05-19,2,7,0,0,0,745745,Carlos Rodón,New York Yankees,70,Yankee Stadium,"9 mph, In From LF"
Aaron Civale,Tampa Bay Rays,Sunny,2024-05-19,2,5,0,0,0,744937,Alek Manoah,Toronto Blue Jays,60,Rogers Centre,"6 mph, Out To CF"
Chris Paddack,Minnesota Twins,Sunny,2024-05-19,2,5,1,0,2,746636,Tanner Bibee,Cleveland Guardians,77,Progressive Field,"6 mph, In From CF"
Sean Manaea,New York Mets,Roof Closed,2024-05-19,7,3,1,4,0,746064,Sixto Sánchez,Miami Marlins,72,loanDepot park,"0 mph, None"
JP Sears,Oakland Athletics,Sunny,2024-05-19,4,8,1,0,2,746306,Brady Singer,Kansas City Royals,85,Kauffman Stadium,"7 mph, R To L"
Colin Rea,Milwaukee Brewers,Roof Closed,2024-05-19,4,9,1,1,4,746392,Spencer Arrighetti,Houston Astros,73,Minute Maid Park,"0 mph, None"
Mitch Keller,Pittsburgh Pirates,Sunny,2024-05-19,3,2,0,0,0,746880,Jameson Taillon,Chicago Cubs,69,Wrigley Field,"10 mph, In From LF"
José Soriano,Los Angeles Angels,Roof Closed,2024-05-19,4,1,0,0,0,745012,Michael Lorenzen,Texas Rangers,74,Globe Life Field,"0 mph, None"
Dakota Hudson,Colorado Rockies,Sunny,2024-05-19,1,4,1,1,0,745336,Jordan Hicks,San Francisco Giants,61,Oracle Park,"10 mph, Out To CF"
Matt Manning,Detroit Tigers,Roof Closed,2024-05-19,4,6,1,0,2,747198,Jordan Montgomery,Arizona Diamondbacks,77,Chase Field,"0 mph, None"
Hunter Greene,Cincinnati Reds,Partly Cloudy,2024-05-19,2,3,0,0,0,746144,Landon Knack,Los Angeles Dodgers,70,Dodger Stadium,"6 mph, Out To CF"
Yu Darvish,San Diego Padres,Partly Cloudy,2024-05-19,9,1,1,3,0,747120,Bryce Elder,Atlanta Braves,81,Truist Park,"5 mph, Out To LF"
Dylan Cease,San Diego Padres,Sunny,2024-05-20,6,5,1,0,2,747119,Reynaldo López,Atlanta Braves,77,Truist Park,"9 mph, L To R"
Randy Vásquez,San Diego Padres,Partly Cloudy,2024-05-20,0,3,1,0,1,747121,Chris Sale,Atlanta Braves,82,Truist Park,"4 mph, L To R"
Erick Fedde,Chicago White Sox,Partly Cloudy,2024-05-20,3,9,0,0,0,744935,José Berríos,Toronto Blue Jays,74,Rogers Centre,"9 mph, R To L"
Tylor Megill,New York Mets,Partly Cloudy,2024-05-20,1,3,1,0,2,746637,Ben Lively,Cleveland Guardians,83,Progressive Field,"4 mph, In From CF"
Joe Ross,Milwaukee Brewers,Roof Closed,2024-05-20,2,3,0,0,0,746066,Ryan Weathers,Miami Marlins,72,loanDepot park,"0 mph, None"
Pablo López,Minnesota Twins,Partly Cloudy,2024-05-20,3,12,0,0,0,744857,Mitchell Parker,Washington Nationals,78,Nationals Park,"4 mph, Out To RF"
Tanner Houck,Boston Red Sox,Dome,2024-05-20,5,0,0,0,0,745093,Taj Bradley,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Logan Gilbert,Seattle Mariners,Partly Cloudy,2024-05-20,5,4,1,0,2,745746,Marcus Stroman,New York Yankees,68,Yankee Stadium,"10 mph, R To L"
Reese Olson,Detroit Tigers,Cloudy,2024-05-20,3,8,0,0,0,746307,Michael Wacha,Kansas City Royals,81,Kauffman Stadium,"12 mph, R To L"
Dean Kremer,Baltimore Orioles,Cloudy,2024-05-20,3,6,0,0,0,745181,Sonny Gray,St. Louis Cardinals,82,Busch Stadium,"9 mph, In From RF"
Reid Detmers,Los Angeles Angels,Roof Closed,2024-05-20,9,7,1,1,0,746390,Framber Valdez,Houston Astros,73,Minute Maid Park,"0 mph, None"
Joe Mantiply,Arizona Diamondbacks,Partly Cloudy,2024-05-20,4,6,0,0,0,746146,Yoshinobu Yamamoto,Los Angeles Dodgers,62,Dodger Stadium,"8 mph, Out To RF"
Adrian Houser,New York Mets,Partly Cloudy,2024-05-21,6,7,0,0,0,746633,Xzavion Curry,Cleveland Guardians,83,Progressive Field,"4 mph, In From CF"
Joe Musgrove,San Diego Padres,Partly Cloudy,2024-05-21,0,2,0,0,0,746716,Andrew Abbott,Cincinnati Reds,83,Great American Ball Park,"9 mph, In From RF"
Logan Webb,San Francisco Giants,Partly Cloudy,2024-05-21,6,7,1,2,0,745503,Martín Pérez,Pittsburgh Pirates,86,PNC Park,"10 mph, Out To LF"
Jon Gray,Texas Rangers,Partly Cloudy,2024-05-21,2,5,0,0,0,745578,Ranger Suárez,Philadelphia Phillies,81,Citizens Bank Park,"11 mph, Out To RF"
Robert Gasser,Milwaukee Brewers,Roof Closed,2024-05-21,7,5,1,1,0,746058,Trevor Rogers,Miami Marlins,72,loanDepot park,"0 mph, None"
Joe Ryan,Minnesota Twins,Partly Cloudy,2024-05-21,10,0,0,0,0,744860,Patrick Corbin,Washington Nationals,83,Nationals Park,"4 mph, Out To LF"
Cooper Criswell,Boston Red Sox,Dome,2024-05-21,5,2,1,0,2,745090,Zack Littell,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Bryan Woo,Seattle Mariners,Partly Cloudy,2024-05-21,6,3,0,0,0,745742,Clarke Schmidt,New York Yankees,76,Yankee Stadium,"8 mph, Out To LF"
Garrett Crochet,Chicago White Sox,Clear,2024-05-21,5,0,0,0,0,744936,Yusei Kikuchi,Toronto Blue Jays,76,Rogers Centre,"6 mph, Out To RF"
Casey Mize,Detroit Tigers,Partly Cloudy,2024-05-21,3,10,1,0,2,746309,Alec Marsh,Kansas City Royals,75,Kauffman Stadium,"18 mph, L To R"
Charlie Morton,Atlanta Braves,Partly Cloudy,2024-05-21,3,4,0,0,0,746875,Javier Assad,Chicago Cubs,88,Wrigley Field,"22 mph, Out To LF"
Kyle Bradish,Baltimore Orioles,Overcast,2024-05-21,1,3,0,0,0,745180,Lance Lynn,St. Louis Cardinals,86,Busch Stadium,"21 mph, Out To LF"
Griffin Canning,Los Angeles Angels,Roof Closed,2024-05-21,5,6,1,2,2,746385,Cristian Javier,Houston Astros,73,Minute Maid Park,"0 mph, None"
Cal Quantrill,Colorado Rockies,Clear,2024-05-21,4,5,1,2,0,745662,Aaron Brooks,Oakland Athletics,72,Oakland Coliseum,"12 mph, Out To RF"
Brandon Pfaadt,Arizona Diamondbacks,Clear,2024-05-21,7,3,0,0,0,746145,Gavin Stone,Los Angeles Dodgers,67,Dodger Stadium,"6 mph, Out To RF"
Kyle Bradish,Baltimore Orioles,Overcast,2024-05-21,1,3,0,0,0,745180,Lance Lynn,St. Louis Cardinals,86,Busch Stadium,"21 mph, Out To LF"
Simeon Woods Richardson,Minnesota Twins,Sunny,2024-05-22,3,2,0,0,0,744856,Jake Irvin,Washington Nationals,85,Nationals Park,"5 mph, Out To CF"
Jose Quintana,New York Mets,Overcast,2024-05-22,3,6,1,1,0,746634,Triston McKenzie,Cleveland Guardians,76,Progressive Field,"18 mph, Out To CF"
John Means,Baltimore Orioles,Cloudy,2024-05-22,4,5,0,0,0,745173,Kyle Gibson,St. Louis Cardinals,76,Busch Stadium,"8 mph, Out To CF"
Tyler Anderson,Los Angeles Angels,Roof Closed,2024-05-22,2,1,0,0,0,746386,Hunter Brown,Houston Astros,73,Minute Maid Park,"0 mph, None"
Tarik Skubal,Detroit Tigers,Sunny,2024-05-22,3,8,0,0,0,746304,Cole Ragans,Kansas City Royals,69,Kauffman Stadium,"3 mph, L To R"
Michael King,San Diego Padres,Partly Cloudy,2024-05-22,7,3,1,1,1,746712,Nick Martinez,Cincinnati Reds,81,Great American Ball Park,"9 mph, Out To LF"
Blake Snell,San Francisco Giants,Partly Cloudy,2024-05-22,9,5,0,0,0,745502,Jared Jones,Pittsburgh Pirates,82,PNC Park,"16 mph, Out To CF"
Dane Dunning,Texas Rangers,Partly Cloudy,2024-05-22,4,11,1,1,0,745576,Taijuan Walker,Philadelphia Phillies,83,Citizens Bank Park,"12 mph, Out To CF"
Freddy Peralta,Milwaukee Brewers,Roof Closed,2024-05-22,0,1,1,0,1,746063,Jesús Luzardo,Miami Marlins,72,loanDepot park,"0 mph, None"
Brayan Bello,Boston Red Sox,Dome,2024-05-22,8,5,0,0,0,745089,Ryan Pepiot,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Bryce Miller,Seattle Mariners,Clear,2024-05-22,3,7,1,0,2,745743,Nestor Cortes,New York Yankees,76,Yankee Stadium,"11 mph, R To L"
Nick Nastrini,Chicago White Sox,Partly Cloudy,2024-05-22,2,9,0,0,0,744933,Chris Bassitt,Toronto Blue Jays,69,Rogers Centre,"14 mph, Out To LF"
Max Fried,Atlanta Braves,Clear,2024-05-22,9,2,0,0,0,746876,Justin Steele,Chicago Cubs,75,Wrigley Field,"7 mph, Out To RF"
Austin Gomber,Colorado Rockies,Clear,2024-05-22,4,3,1,2,0,745661,Mitch Spence,Oakland Athletics,64,Oakland Coliseum,"13 mph, Out To RF"
Brandon Hughes,Arizona Diamondbacks,Clear,2024-05-22,6,0,0,0,0,746143,Tyler Glasnow,Los Angeles Dodgers,62,Dodger Stadium,"6 mph, Out To RF"
Erik Miller,San Francisco Giants,Partly Cloudy,2024-05-23,7,6,1,0,1,745500,Paul Skenes,Pittsburgh Pirates,75,PNC Park,"4 mph, Out To CF"
Luis Castillo,Seattle Mariners,Overcast,2024-05-23,0,5,0,0,0,745741,Luis Gil,New York Yankees,71,Yankee Stadium,"6 mph, L To R"
Andrew Heaney,Texas Rangers,Cloudy,2024-05-23,2,5,0,0,0,745573,Zack Wheeler,Philadelphia Phillies,80,Citizens Bank Park,"5 mph, L To R"
Matt Waldron,San Diego Padres,Partly Cloudy,2024-05-23,6,4,1,2,1,746714,Frankie Montas,Cincinnati Reds,76,Great American Ball Park,"7 mph, In From CF"
AJ Smith-Shawver,Atlanta Braves,Sunny,2024-05-23,3,0,0,0,0,746874,Ben Brown,Chicago Cubs,75,Wrigley Field,"8 mph, In From RF"
Ryan Feltner,Colorado Rockies,Sunny,2024-05-23,9,10,1,2,0,745660,Joey Estes,Oakland Athletics,65,Oakland Coliseum,"7 mph, Out To RF"
Kevin Gausman,Toronto Blue Jays,Clear,2024-05-23,9,1,0,0,0,746474,Jack Flaherty,Detroit Tigers,82,Comerica Park,"12 mph, R To L"
Grayson Rodriguez,Baltimore Orioles,Clear,2024-05-23,8,6,1,0,1,746792,Mike Clevinger,Chicago White Sox,73,Guaranteed Rate Field,"10 mph, In From LF"
Alek Manoah,Toronto Blue Jays,Partly Cloudy,2024-05-24,2,6,0,0,0,746475,Kenta Maeda,Detroit Tigers,80,Comerica Park,"6 mph, In From LF"
Ray Kerr,Atlanta Braves,Partly Cloudy,2024-05-24,5,11,1,0,2,745501,Bailey Falter,Pittsburgh Pirates,85,PNC Park,"6 mph, Calm"
George Kirby,Seattle Mariners,Partly Cloudy,2024-05-24,1,6,1,1,0,744853,MacKenzie Gore,Washington Nationals,82,Nationals Park,"3 mph, In From RF"
Seth Lugo,Kansas City Royals,Dome,2024-05-24,8,1,1,0,1,745087,Shawn Armstrong,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
James Paxton,Los Angeles Dodgers,Partly Cloudy,2024-05-24,6,9,1,0,3,746713,Graham Ashcraft,Cincinnati Reds,80,Great American Ball Park,"6 mph, In From RF"
Kyle Harrison,San Francisco Giants,Clear,2024-05-24,8,7,1,0,1,745822,Christian Scott,New York Mets,80,Citi Field,"6 mph, Out To RF"
José Ureña,Texas Rangers,Partly Cloudy,2024-05-24,2,3,1,2,0,745905,Bailey Ober,Minnesota Twins,67,Target Field,"14 mph, Out To CF"
Jared Koenig,Milwaukee Brewers,Clear,2024-05-24,7,2,0,0,0,746956,Kutter Crawford,Boston Red Sox,82,Fenway Park,"8 mph, Out To RF"
Corbin Burnes,Baltimore Orioles,Cloudy,2024-05-24,6,4,0,0,0,746793,Chris Flexen,Chicago White Sox,73,Guaranteed Rate Field,"17 mph, In From RF"
Cristopher Sánchez,Philadelphia Phillies,Cloudy,2024-05-24,2,3,0,0,0,746558,Ty Blach,Colorado Rockies,70,Coors Field,"10 mph, Out To CF"
Logan Allen,Cleveland Guardians,Partly Cloudy,2024-05-24,10,4,1,0,1,746227,Patrick Sandoval,Los Angeles Angels,66,Angel Stadium,"8 mph, Out To CF"
Justin Verlander,Houston Astros,Cloudy,2024-05-24,6,3,1,0,1,745663,Ross Stripling,Oakland Athletics,56,Oakland Coliseum,"18 mph, Out To RF"
Braxton Garrett,Miami Marlins,Roof Closed,2024-05-24,3,0,0,0,0,747200,Zac Gallen,Arizona Diamondbacks,78,Chase Field,"0 mph, None"
Carlos Rodón,New York Yankees,Partly Cloudy,2024-05-24,8,0,1,1,0,745415,Yu Darvish,San Diego Padres,64,Petco Park,"8 mph, L To R"
José Berríos,Toronto Blue Jays,Partly Cloudy,2024-05-25,1,2,1,0,2,746470,Reese Olson,Detroit Tigers,78,Comerica Park,"10 mph, Out To LF"
Jordan Hicks,San Francisco Giants,Sunny,2024-05-25,7,2,0,0,0,745823,Luis Severino,New York Mets,79,Citi Field,"8 mph, Out To LF"
Michael Lorenzen,Texas Rangers,Partly Cloudy,2024-05-25,3,5,1,0,1,745901,Chris Paddack,Minnesota Twins,72,Target Field,"13 mph, Out To LF"
Albert Suárez,Baltimore Orioles,Sunny,2024-05-25,5,3,0,0,0,746794,Erick Fedde,Chicago White Sox,68,Guaranteed Rate Field,"9 mph, In From LF"
Logan Gilbert,Seattle Mariners,Partly Cloudy,2024-05-25,1,3,0,0,0,744851,Trevor Williams,Washington Nationals,88,Nationals Park,"2 mph, Out To LF"
Reynaldo López,Atlanta Braves,Cloudy,2024-05-25,1,4,0,0,0,745493,Mitch Keller,Pittsburgh Pirates,71,PNC Park,"9 mph, Out To LF"
Spencer Arrighetti,Houston Astros,Cloudy,2024-05-25,1,3,1,0,2,745658,JP Sears,Oakland Athletics,57,Oakland Coliseum,"13 mph, Out To RF"
Brady Singer,Kansas City Royals,Dome,2024-05-25,7,4,0,0,0,745086,Aaron Civale,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Jared Koenig,Milwaukee Brewers,Partly Cloudy,2024-05-25,6,3,0,0,0,746958,Nick Pivetta,Boston Red Sox,77,Fenway Park,"7 mph, R To L"
Walker Buehler,Los Angeles Dodgers,Partly Cloudy,2024-05-25,1,3,1,0,1,746710,Hunter Greene,Cincinnati Reds,79,Great American Ball Park,"5 mph, Out To CF"
Jameson Taillon,Chicago Cubs,Clear,2024-05-25,6,7,0,0,0,745176,Miles Mikolas,St. Louis Cardinals,81,Busch Stadium,"4 mph, In From CF"
Aaron Nola,Philadelphia Phillies,Overcast,2024-05-25,8,4,1,1,1,746556,Dakota Hudson,Colorado Rockies,68,Coors Field,"8 mph, R To L"
Tanner Bibee,Cleveland Guardians,Partly Cloudy,2024-05-25,4,3,0,0,0,746226,José Soriano,Los Angeles Angels,66,Angel Stadium,"9 mph, R To L"
Marcus Stroman,New York Yankees,Cloudy,2024-05-25,4,1,1,2,0,745411,Dylan Cease,San Diego Padres,61,Petco Park,"7 mph, L To R"
Sixto Sánchez,Miami Marlins,Clear,2024-05-25,2,3,1,1,2,747199,Jordan Montgomery,Arizona Diamondbacks,89,Chase Field,"1 mph, Calm"
Yusei Kikuchi,Toronto Blue Jays,Partly Cloudy,2024-05-26,11,14,0,0,0,746469,Casey Mize,Detroit Tigers,74,Comerica Park,"10 mph, In From LF"
Yoshinobu Yamamoto,Los Angeles Dodgers,Cloudy,2024-05-26,1,4,0,0,0,746711,Brent Suter,Cincinnati Reds,80,Great American Ball Park,"11 mph, In From CF"
Bryan Woo,Seattle Mariners,Partly Cloudy,2024-05-26,9,5,0,0,0,744855,Patrick Corbin,Washington Nationals,84,Nationals Park,"4 mph, In From CF"
Chris Sale,Atlanta Braves,Partly Cloudy,2024-05-26,8,1,0,0,0,745498,Martín Pérez,Pittsburgh Pirates,79,PNC Park,"6 mph, Calm"
Tobias Myers,Milwaukee Brewers,Sunny,2024-05-26,1,2,0,0,0,746957,Tanner Houck,Boston Red Sox,81,Fenway Park,"3 mph, In From RF"
Logan Webb,San Francisco Giants,Sunny,2024-05-26,3,4,0,0,0,745824,Sean Manaea,New York Mets,81,Citi Field,"7 mph, Out To LF"
Michael Wacha,Kansas City Royals,Dome,2024-05-26,1,4,0,0,0,745088,Taj Bradley,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Gerson Garabito,Texas Rangers,Overcast,2024-05-26,6,2,0,0,0,745902,Pablo López,Minnesota Twins,68,Target Field,"9 mph, In From RF"
Kyle Bradish,Baltimore Orioles,Overcast,2024-05-26,4,1,0,0,0,746789,Garrett Crochet,Chicago White Sox,62,Guaranteed Rate Field,"11 mph, L To R"
Ranger Suárez,Philadelphia Phillies,Partly Cloudy,2024-05-26,2,5,1,0,2,746557,Cal Quantrill,Colorado Rockies,66,Coors Field,"9 mph, L To R"
Ben Lively,Cleveland Guardians,Partly Cloudy,2024-05-26,5,4,0,0,0,746230,Reid Detmers,Los Angeles Angels,71,Angel Stadium,"4 mph, Out To RF"
Ronel Blanco,Houston Astros,Sunny,2024-05-26,5,2,0,0,0,745653,Aaron Brooks,Oakland Athletics,67,Oakland Coliseum,"9 mph, Varies"
Ryan Weathers,Miami Marlins,Roof Closed,2024-05-26,3,1,0,0,0,747197,Blake Walston,Arizona Diamondbacks,74,Chase Field,"0 mph, None"
Clarke Schmidt,New York Yankees,Partly Cloudy,2024-05-26,2,5,0,0,0,745413,Joe Musgrove,San Diego Padres,63,Petco Park,"8 mph, L To R"
Javier Assad,Chicago Cubs,Overcast,2024-05-26,3,4,0,0,0,745172,Sonny Gray,St. Louis Cardinals,64,Busch Stadium,"10 mph, R To L"
Cooper Criswell,Boston Red Sox,Overcast,2024-05-27,3,11,0,0,0,747034,Cole Irvin,Baltimore Orioles,82,Oriole Park at Camden Yards,"7 mph, Out To LF"
Alec Marsh,Kansas City Royals,Cloudy,2024-05-27,5,6,0,0,0,745904,Joe Ryan,Minnesota Twins,60,Target Field,"2 mph, Out To CF"
Chris Bassitt,Toronto Blue Jays,Cloudy,2024-05-27,5,1,0,0,0,746788,Nick Nastrini,Chicago White Sox,66,Guaranteed Rate Field,"6 mph, Out To CF"
Xzavion Curry,Cleveland Guardians,Sunny,2024-05-27,6,8,1,1,0,746549,Anthony Molina,Colorado Rockies,74,Coors Field,"7 mph, R To L"
Lance Lynn,St. Louis Cardinals,Partly Cloudy,2024-05-27,1,3,1,1,1,746708,Nick Lodolo,Cincinnati Reds,78,Great American Ball Park,"17 mph, Out To LF"
Mitchell Parker,Washington Nationals,Partly Cloudy,2024-05-27,8,4,1,4,0,747118,Charlie Morton,Atlanta Braves,83,Truist Park,"11 mph, R To L"
Justin Steele,Chicago Cubs,Roof Closed,2024-05-27,1,5,0,0,0,745986,Robert Gasser,Milwaukee Brewers,69,American Family Field,"0 mph, None"
Taijuan Walker,Philadelphia Phillies,Sunny,2024-05-27,4,8,0,0,0,745338,Blake Snell,San Francisco Giants,63,Oracle Park,"14 mph, Out To CF"
Trevor Rogers,Miami Marlins,Partly Cloudy,2024-05-27,1,2,0,0,0,745416,Michael King,San Diego Padres,66,Petco Park,"9 mph, L To R"
Framber Valdez,Houston Astros,Partly Cloudy,2024-05-27,2,3,1,0,3,745254,Bryce Miller,Seattle Mariners,62,T-Mobile Park,"4 mph, L To R"
Tyler Glasnow,Los Angeles Dodgers,Clear,2024-05-28,5,2,0,0,0,745818,Tylor Megill,New York Mets,81,Citi Field,"14 mph, Out To RF"
Gavin Stone,Los Angeles Dodgers,Partly Cloudy,2024-05-28,3,0,1,1,0,745816,Jose Quintana,New York Mets,76,Citi Field,"14 mph, Out To RF"
Brayan Bello,Boston Red Sox,Partly Cloudy,2024-05-28,8,3,1,2,3,747033,Grayson Rodriguez,Baltimore Orioles,77,Oriole Park at Camden Yards,"13 mph, Out To RF"
Kyle Gibson,St. Louis Cardinals,Partly Cloudy,2024-05-28,7,1,0,0,0,746709,Andrew Abbott,Cincinnati Reds,72,Great American Ball Park,"9 mph, Out To LF"
