away_pitcher,away_team,condition,date,final_score_away,final_score_home,first_inning_run_scored,first_inning_runs_away,first_inning_runs_home,game_id,home_pitcher,home_team,temperature,venue,wind
Dallas Keuchel,Chicago White Sox,Partly Cloudy,2022-04-20,1,11,1,0,1,663094,Shane Bieber,Cleveland Guardians,50,Progressive Field,"8 mph, L To R"
Jimmy Lambert,Chicago White Sox,Overcast,2022-04-20,1,2,1,0,1,663075,Triston McKenzie,Cleveland Guardians,52,Progressive Field,"3 mph, In From RF"
Zach Eflin,Philadelphia Phillies,Sunny,2022-04-20,9,6,1,0,2,662924,Germán Márquez,Colorado Rockies,65,Coors Field,"3 mph, Out To CF"
Charlie Morton,Atlanta Braves,Partly Cloudy,2022-04-20,1,5,1,0,2,662734,Tony Gonsolin,Los Angeles Dodgers,67,Dodger Stadium,"6 mph, R To L"
Vladimir Gutierrez,Cincinnati Reds,Sunny,2022-04-20,0,6,0,0,0,662231,MacKenzie Gore,San Diego Padres,67,Petco Park,"7 mph, L To R"
Jordan Lyles,Baltimore Orioles,Partly Cloudy,2022-04-20,1,0,0,0,0,662392,Daulton Jefferies,Oakland Athletics,66,Oakland Coliseum,"16 mph, Varies"
Shohei Ohtani,Los Angeles Angels,Roof Closed,2022-04-20,6,0,1,6,0,662926,Jake Odorizzi,Houston Astros,73,Minute Maid Park,"0 mph, None"
Miles Mikolas,St. Louis Cardinals,Roof Closed,2022-04-20,2,0,0,0,0,661404,Sandy Alcantara,Miami Marlins,72,loanDepot park,"0 mph, None"
Luis Severino,New York Yankees,Cloudy,2022-04-20,5,3,0,0,0,662861,Eduardo Rodriguez,Detroit Tigers,50,Comerica Park,"12 mph, In From CF"
Merrill Kelly,Arizona Diamondbacks,Clear,2022-04-20,11,2,0,0,0,662560,Erick Fedde,Washington Nationals,60,Nationals Park,"9 mph, Out To CF"
Carlos Rodón,San Francisco Giants,Clear,2022-04-20,5,2,1,3,0,662349,Chris Bassitt,New York Mets,57,Citi Field,"7 mph, Out To RF"
José Berríos,Toronto Blue Jays,Clear,2022-04-20,6,1,1,0,1,663247,Nick Pivetta,Boston Red Sox,50,Fenway Park,"9 mph, L To R"
Chris Paddack,Minnesota Twins,Cloudy,2022-04-20,0,2,1,0,1,662703,Daniel Lynch IV,Kansas City Royals,61,Kauffman Stadium,"8 mph, L To R"
Dane Dunning,Texas Rangers,Roof Closed,2022-04-20,2,4,0,0,0,662178,Logan Gilbert,Seattle Mariners,52,T-Mobile Park,"0 mph, Calm"
Anthony DeSclafani,San Francisco Giants,Partly Cloudy,2022-04-21,2,6,1,0,1,662593,Carlos Carrasco,New York Mets,57,Citi Field,"15 mph, Out To LF"
Dylan Cease,Chicago White Sox,Overcast,2022-04-21,3,6,0,0,0,663093,Zach Plesac,Cleveland Guardians,54,Progressive Field,"15 mph, Out To RF"
Jordan Montgomery,New York Yankees,Partly Cloudy,2022-04-21,0,3,0,0,0,662850,Michael Pineda,Detroit Tigers,60,Comerica Park,"12 mph, In From RF"
Kevin Gausman,Toronto Blue Jays,Partly Cloudy,2022-04-21,3,2,0,0,0,663225,Tanner Houck,Boston Red Sox,61,Fenway Park,"18 mph, Out To CF"
Joe Ryan,Minnesota Twins,Sunny,2022-04-21,1,0,0,0,0,662742,Zack Greinke,Kansas City Royals,72,Kauffman Stadium,"11 mph, R To L"
Tyler Wells,Baltimore Orioles,Cloudy,2022-04-21,4,6,0,0,0,662391,Paul Blackburn,Oakland Athletics,61,Oakland Coliseum,"7 mph, Out To RF"
Zach Davies,Arizona Diamondbacks,Partly Cloudy,2022-04-21,4,3,1,1,0,662558,Josh Rogers,Washington Nationals,66,Nationals Park,"8 mph, Out To CF"
Jordan Hicks,St. Louis Cardinals,Roof Closed,2022-04-21,0,5,0,0,0,661391,Pablo López,Miami Marlins,72,loanDepot park,"0 mph, None"
Bryse Wilson,Pittsburgh Pirates,Clear,2022-04-21,4,3,1,0,2,663145,Mark Leiter Jr.,Chicago Cubs,66,Wrigley Field,"12 mph, Out To RF"
Taylor Hearn,Texas Rangers,Roof Closed,2022-04-21,8,6,1,0,5,662177,Marco Gonzales,Seattle Mariners,49,T-Mobile Park,"0 mph, Calm"
Steven Matz,St. Louis Cardinals,Partly Cloudy,2022-04-22,4,2,1,1,0,663169,Hunter Greene,Cincinnati Reds,79,Great American Ball Park,"6 mph, Varies"
Sam Long,San Francisco Giants,Cloudy,2022-04-22,7,1,0,0,0,662557,Patrick Corbin,Washington Nationals,70,Nationals Park,"6 mph, In From LF"
Eli Morgan,Cleveland Guardians,Clear,2022-04-22,1,4,0,0,0,661311,Jameson Taillon,New York Yankees,66,Yankee Stadium,"11 mph, L To R"
Freddy Peralta,Milwaukee Brewers,Clear,2022-04-22,2,4,1,0,1,661621,Ranger Suárez,Philadelphia Phillies,68,Citizens Bank Park,"8 mph, L To R"
Michael Wacha,Boston Red Sox,Dome,2022-04-22,4,3,1,2,1,661914,Corey Kluber,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Trevor Rogers,Miami Marlins,Clear,2022-04-22,0,3,1,0,1,661569,Kyle Wright,Atlanta Braves,80,Truist Park,"8 mph, L To R"
Jose Quintana,Pittsburgh Pirates,Overcast,2022-04-22,4,2,0,0,0,663195,Drew Smyly,Chicago Cubs,54,Wrigley Field,"14 mph, R To L"
Ross Stripling,Toronto Blue Jays,Partly Cloudy,2022-04-22,4,3,0,0,0,662922,Justin Verlander,Houston Astros,77,Minute Maid Park,"16 mph, Out To CF"
Michael Kopech,Chicago White Sox,Overcast,2022-04-22,1,2,0,0,0,661755,Bailey Ober,Minnesota Twins,50,Target Field,"17 mph, L To R"
Bruce Zimmermann,Baltimore Orioles,Partly Cloudy,2022-04-22,5,3,0,0,0,661037,Reid Detmers,Los Angeles Angels,64,Angel Stadium,"11 mph, Out To RF"
David Peterson,New York Mets,Partly Cloudy,2022-04-22,6,5,0,0,0,663394,Zac Gallen,Arizona Diamondbacks,75,Chase Field,"15 mph, Varies"
Julio Urías,Los Angeles Dodgers,Cloudy,2022-04-22,6,1,0,0,0,662230,Nick Martinez,San Diego Padres,62,Petco Park,"14 mph, Out To RF"
Brad Keller,Kansas City Royals,Partly Cloudy,2022-04-22,1,4,0,0,0,662175,Chris Flexen,Seattle Mariners,55,T-Mobile Park,"2 mph, In From LF"
Glenn Otto Jr.,Texas Rangers,Partly Cloudy,2022-04-22,8,1,0,0,0,662390,Adam Oller,Oakland Athletics,59,Oakland Coliseum,"14 mph, Out To RF"
Alex Wood,San Francisco Giants,Partly Cloudy,2022-04-23,5,2,1,1,0,662549,Aaron Sanchez,Washington Nationals,73,Nationals Park,"6 mph, R To L"
Cal Quantrill,Cleveland Guardians,Cloudy,2022-04-23,4,5,0,0,0,661310,Nestor Cortes,New York Yankees,60,Yankee Stadium,"8 mph, Calm"
Antonio Senzatela,Colorado Rockies,Sunny,2022-04-23,0,13,1,0,4,662848,Tarik Skubal,Detroit Tigers,67,Comerica Park,"0 mph, Calm"
Austin Gomber,Colorado Rockies,Clear,2022-04-23,3,2,1,1,0,662849,Beau Brieske,Detroit Tigers,74,Comerica Park,"11 mph, R To L"
Zach Thompson,Pittsburgh Pirates,Partly Cloudy,2022-04-23,0,21,1,0,1,663144,Kyle Hendricks,Chicago Cubs,73,Wrigley Field,"19 mph, Out To CF"
Vince Velasquez,Chicago White Sox,Cloudy,2022-04-23,2,9,1,0,1,661752,Dylan Bundy,Minnesota Twins,72,Target Field,"23 mph, R To L"
Adrian Houser,Milwaukee Brewers,Cloudy,2022-04-23,5,3,1,0,1,661620,Zack Wheeler,Philadelphia Phillies,64,Citizens Bank Park,"9 mph, Out To CF"
Martín Pérez,Texas Rangers,Sunny,2022-04-23,2,0,0,0,0,662389,Frankie Montas,Oakland Athletics,67,Oakland Coliseum,"6 mph, Out To RF"
Dakota Hudson,St. Louis Cardinals,Partly Cloudy,2022-04-23,5,0,0,0,0,663100,Tyler Mahle,Cincinnati Reds,86,Great American Ball Park,"14 mph, In From RF"
Alek Manoah,Toronto Blue Jays,Roof Closed,2022-04-23,3,2,1,1,2,662875,José Urquidy,Houston Astros,73,Minute Maid Park,"0 mph, None"
Garrett Whitlock,Boston Red Sox,Dome,2022-04-23,2,3,0,0,0,661941,J.P. Feyereisen,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Elieser Hernández,Miami Marlins,Partly Cloudy,2022-04-23,9,7,1,1,1,661568,Ian Anderson,Atlanta Braves,77,Truist Park,"11 mph, In From LF"
Trevor Williams,New York Mets,Clear,2022-04-23,2,5,1,0,1,663384,Humberto Castellanos,Arizona Diamondbacks,82,Chase Field,"8 mph, L To R"
Tyler Anderson,Los Angeles Dodgers,Clear,2022-04-23,2,3,0,0,0,662276,Yu Darvish,San Diego Padres,66,Petco Park,"13 mph, L To R"
Spenser Watkins,Baltimore Orioles,Clear,2022-04-23,5,4,1,2,1,661035,Noah Syndergaard,Los Angeles Angels,73,Angel Stadium,"9 mph, Out To RF"
Kris Bubic,Kansas City Royals,Partly Cloudy,2022-04-23,7,13,1,1,2,662191,Matt Brash,Seattle Mariners,57,T-Mobile Park,"2 mph, Out To RF"
Chad Kuhl,Colorado Rockies,Partly Cloudy,2022-04-24,6,2,1,1,0,662853,Tyler Alexander,Detroit Tigers,80,Comerica Park,"18 mph, In From RF"
Rich Hill,Boston Red Sox,Dome,2022-04-24,2,5,1,2,0,661931,Shane McClanahan,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Logan Webb,San Francisco Giants,Partly Cloudy,2022-04-24,12,3,1,2,1,662539,Joan Adon,Washington Nationals,76,Nationals Park,"4 mph, R To L"
Jesús Luzardo,Miami Marlins,Partly Cloudy,2022-04-24,5,4,0,0,0,661590,Bryce Elder,Atlanta Braves,77,Truist Park,"4 mph, L To R"
Aaron Civale,Cleveland Guardians,Partly Cloudy,2022-04-24,2,10,1,0,2,661317,Gerrit Cole,New York Yankees,58,Yankee Stadium,"11 mph, L To R"
Adam Wainwright,St. Louis Cardinals,Sunny,2022-04-24,1,4,1,0,2,663111,Nick Lodolo,Cincinnati Reds,83,Great American Ball Park,"17 mph, R To L"
Yusei Kikuchi,Toronto Blue Jays,Roof Closed,2022-04-24,7,8,0,0,0,662921,Luis Garcia,Houston Astros,73,Minute Maid Park,"0 mph, None"
Lucas Giolito,Chicago White Sox,Overcast,2022-04-24,4,6,1,1,0,661781,Chris Archer,Minnesota Twins,46,Target Field,"21 mph, R To L"
JT Brubaker,Pittsburgh Pirates,Overcast,2022-04-24,4,3,1,0,2,663166,Justin Steele,Chicago Cubs,67,Wrigley Field,"19 mph, Out To LF"
Chris Ellis,Baltimore Orioles,Sunny,2022-04-24,6,7,1,0,6,661033,José Suarez,Los Angeles Angels,88,Angel Stadium,"10 mph, R To L"
Garrett Richards,Texas Rangers,Sunny,2022-04-24,0,2,0,0,0,662388,Cole Irvin,Oakland Athletics,68,Oakland Coliseum,"8 mph, Out To RF"
Tylor Megill,New York Mets,Roof Closed,2022-04-24,6,2,1,1,0,663361,Madison Bumgarner,Arizona Diamondbacks,73,Chase Field,"0 mph, None"
Clayton Kershaw,Los Angeles Dodgers,Sunny,2022-04-24,10,2,1,1,0,662274,Sean Manaea,San Diego Padres,77,Petco Park,"10 mph, L To R"
Carlos Hernández,Kansas City Royals,Partly Cloudy,2022-04-24,4,5,1,0,2,662188,Robbie Ray,Seattle Mariners,60,T-Mobile Park,"1 mph, Calm"
Eric Lauer,Milwaukee Brewers,Clear,2022-04-24,1,0,0,0,0,661640,Aaron Nola,Philadelphia Phillies,62,Citizens Bank Park,"13 mph, In From RF"
Sam Long,San Francisco Giants,Roof Closed,2022-04-25,4,2,0,0,0,661210,Corbin Burnes,Milwaukee Brewers,64,American Family Field,"0 mph, None"
Kyle Freeland,Colorado Rockies,Cloudy,2022-04-25,2,8,1,1,0,661639,Kyle Gibson,Philadelphia Phillies,58,Citizens Bank Park,"10 mph, R To L"
Nathan Eovaldi,Boston Red Sox,Roof Closed,2022-04-25,2,6,0,0,0,661760,José Berríos,Toronto Blue Jays,68,Rogers Centre,"0 mph, None"
Max Scherzer,New York Mets,Partly Cloudy,2022-04-25,5,2,0,0,0,662008,Miles Mikolas,St. Louis Cardinals,57,Busch Stadium,"11 mph, Out To RF"
Framber Valdez,Houston Astros,Cloudy,2022-04-25,2,6,0,0,0,661979,Dane Dunning,Texas Rangers,65,Globe Life Field,"12 mph, In From CF"
Shane Bieber,Cleveland Guardians,Partly Cloudy,2022-04-25,0,3,0,0,0,661034,Michael Lorenzen,Los Angeles Angels,82,Angel Stadium,"8 mph, R To L"
Walker Buehler,Los Angeles Dodgers,Partly Cloudy,2022-04-25,4,0,1,2,0,663382,Merrill Kelly,Arizona Diamondbacks,91,Chase Field,"6 mph, Out To CF"
Brandon Woodruff,Milwaukee Brewers,Cloudy,2022-04-26,12,8,1,2,0,662297,Mitch Keller,Pittsburgh Pirates,55,PNC Park,"13 mph, Out To LF"
Joe Musgrove,San Diego Padres,Partly Cloudy,2022-04-26,9,6,0,0,0,663079,Reiver Sanmartin,Cincinnati Reds,57,Great American Ball Park,"12 mph, Varies"
Logan Gilbert,Seattle Mariners,Dome,2022-04-26,8,4,0,0,0,661929,Matt Wisler,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Germán Márquez,Colorado Rockies,Cloudy,2022-04-26,3,10,0,0,0,661567,Zach Eflin,Philadelphia Phillies,63,Citizens Bank Park,"8 mph, In From LF"
Sandy Alcantara,Miami Marlins,Cloudy,2022-04-26,5,2,0,0,0,662540,Josiah Gray,Washington Nationals,63,Nationals Park,"1 mph, Out To RF"
Jordan Lyles,Baltimore Orioles,Drizzle,2022-04-26,8,12,0,0,0,661309,Luis Severino,New York Yankees,56,Yankee Stadium,"5 mph, In From RF"
Nick Pivetta,Boston Red Sox,Roof Closed,2022-04-26,5,6,0,0,0,661758,Kevin Gausman,Toronto Blue Jays,68,Rogers Centre,"0 mph, None"
Daniel Lynch IV,Kansas City Royals,Partly Cloudy,2022-04-26,6,0,0,0,0,661536,Dallas Keuchel,Chicago White Sox,50,Guaranteed Rate Field,"12 mph, Out To CF"
Marcus Stroman,Chicago Cubs,Clear,2022-04-26,1,3,0,0,0,661589,Max Fried,Atlanta Braves,63,Truist Park,"9 mph, R To L"
Eduardo Rodriguez,Detroit Tigers,Clear,2022-04-26,4,5,0,0,0,661733,Chris Paddack,Minnesota Twins,42,Target Field,"7 mph, L To R"
Chris Bassitt,New York Mets,Clear,2022-04-26,3,0,0,0,0,662007,Jordan Hicks,St. Louis Cardinals,60,Busch Stadium,"8 mph, Out To RF"
Jake Odorizzi,Houston Astros,Clear,2022-04-26,5,1,0,0,0,661980,Taylor Hearn,Texas Rangers,73,Globe Life Field,"5 mph, Calm"
Triston McKenzie,Cleveland Guardians,Clear,2022-04-26,1,4,0,0,0,661032,Patrick Sandoval,Los Angeles Angels,72,Angel Stadium,"8 mph, R To L"
Tony Gonsolin,Los Angeles Dodgers,Partly Cloudy,2022-04-26,3,5,1,3,0,663383,Zach Davies,Arizona Diamondbacks,94,Chase Field,"13 mph, L To R"
Daulton Jefferies,Oakland Athletics,Clear,2022-04-26,2,8,0,0,0,662086,Carlos Rodón,San Francisco Giants,58,Oracle Park,"17 mph, Out To CF"
Carlos Carrasco,New York Mets,Sunny,2022-04-27,5,10,1,0,1,662048,Steven Matz,St. Louis Cardinals,68,Busch Stadium,"9 mph, In From CF"
Zack Greinke,Kansas City Royals,Partly Cloudy,2022-04-27,3,7,0,0,0,661533,Dylan Cease,Chicago White Sox,39,Guaranteed Rate Field,"15 mph, L To R"
Julio Urías,Los Angeles Dodgers,Sunny,2022-04-27,1,3,0,0,0,663393,Zac Gallen,Arizona Diamondbacks,91,Chase Field,"10 mph, Out To CF"
Aaron Ashby,Milwaukee Brewers,Cloudy,2022-04-27,3,1,0,0,0,662289,Dillon Peters,Pittsburgh Pirates,40,PNC Park,"14 mph, Out To RF"
MacKenzie Gore,San Diego Padres,Partly Cloudy,2022-04-27,8,5,0,0,0,663148,Vladimir Gutierrez,Cincinnati Reds,56,Great American Ball Park,"10 mph, Out To RF"
Marco Gonzales,Seattle Mariners,Dome,2022-04-27,2,3,1,0,1,661909,Drew Rasmussen,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Ryan Feltner,Colorado Rockies,Cloudy,2022-04-27,3,7,1,0,1,661638,Ranger Suárez,Philadelphia Phillies,49,Citizens Bank Park,"17 mph, In From LF"
Pablo López,Miami Marlins,Partly Cloudy,2022-04-27,2,1,0,0,0,662546,Erick Fedde,Washington Nationals,58,Nationals Park,"13 mph, L To R"
Tyler Wells,Baltimore Orioles,Partly Cloudy,2022-04-27,2,5,1,0,2,661306,Jordan Montgomery,New York Yankees,49,Yankee Stadium,"18 mph, Out To RF"
Michael Wacha,Boston Red Sox,Roof Closed,2022-04-27,7,1,1,1,0,661757,Ross Stripling,Toronto Blue Jays,68,Rogers Centre,"0 mph, None"
Mark Leiter Jr.,Chicago Cubs,Clear,2022-04-27,6,3,0,0,0,661552,Charlie Morton,Atlanta Braves,72,Truist Park,"7 mph, R To L"
Michael Pineda,Detroit Tigers,Clear,2022-04-27,0,5,0,0,0,661739,Joe Ryan,Minnesota Twins,49,Target Field,"14 mph, R To L"
Cristian Javier,Houston Astros,Cloudy,2022-04-27,4,3,1,1,0,661964,Glenn Otto Jr.,Texas Rangers,75,Globe Life Field,"9 mph, Varies"
Zach Plesac,Cleveland Guardians,Clear,2022-04-27,5,9,1,2,2,663439,Shohei Ohtani,Los Angeles Angels,65,Angel Stadium,"10 mph, Out To CF"
Paul Blackburn,Oakland Athletics,Partly Cloudy,2022-04-27,1,0,1,1,0,662066,Sam Long,San Francisco Giants,55,Oracle Park,"17 mph, Out To CF"
Nick Martinez,San Diego Padres,Partly Cloudy,2022-04-28,7,5,1,1,0,663078,Tyler Mahle,Cincinnati Reds,55,Great American Ball Park,"7 mph, In From LF"
Freddy Peralta,Milwaukee Brewers,Sunny,2022-04-28,3,2,1,1,0,662295,Jose Quintana,Pittsburgh Pirates,43,PNC Park,"6 mph, Out To RF"
Austin Gomber,Colorado Rockies,Sunny,2022-04-28,1,7,0,0,0,661641,Zack Wheeler,Philadelphia Phillies,52,Citizens Bank Park,"20 mph, In From LF"
Trevor Rogers,Miami Marlins,Sunny,2022-04-28,3,2,1,0,1,662538,Patrick Corbin,Washington Nationals,48,Nationals Park,"11 mph, In From LF"
Bruce Zimmermann,Baltimore Orioles,Sunny,2022-04-28,5,10,0,0,0,661305,Jameson Taillon,New York Yankees,52,Yankee Stadium,"21 mph, R To L"
Chris Flexen,Seattle Mariners,Dome,2022-04-28,1,2,1,1,0,661908,Jeffrey Springs,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Tarik Skubal,Detroit Tigers,Overcast,2022-04-28,1,7,0,0,0,661729,Bailey Ober,Minnesota Twins,45,Target Field,"14 mph, R To L"
Justin Verlander,Houston Astros,Roof Closed,2022-04-28,3,2,0,0,0,661912,Martín Pérez,Texas Rangers,72,Globe Life Field,"0 mph, None"
Brad Keller,Kansas City Royals,Overcast,2022-04-28,5,2,1,1,0,661532,Michael Kopech,Chicago White Sox,50,Guaranteed Rate Field,"6 mph, In From LF"
Garrett Whitlock,Boston Red Sox,Roof Closed,2022-04-28,0,1,0,0,0,661827,Alek Manoah,Toronto Blue Jays,68,Rogers Centre,"0 mph, None"
Cal Quantrill,Cleveland Guardians,Cloudy,2022-04-28,1,4,0,0,0,663432,Reid Detmers,Los Angeles Angels,66,Angel Stadium,"5 mph, Out To RF"
Drew Smyly,Chicago Cubs,Clear,2022-04-28,1,5,1,0,1,661551,Kyle Wright,Atlanta Braves,74,Truist Park,"7 mph, L To R"
Humberto Castellanos,Arizona Diamondbacks,Overcast,2022-04-28,3,8,1,0,2,662047,Dakota Hudson,St. Louis Cardinals,67,Busch Stadium,"8 mph, R To L"
Yu Darvish,San Diego Padres,Clear,2022-04-29,7,3,1,0,2,662296,Zach Thompson,Pittsburgh Pirates,63,PNC Park,"6 mph, Out To RF"
Matt Brash,Seattle Mariners,Roof Closed,2022-04-29,6,8,1,0,2,661390,Elieser Hernández,Miami Marlins,72,loanDepot park,"0 mph, None"
Rich Hill,Boston Red Sox,Clear,2022-04-29,3,1,0,0,0,663337,Kyle Bradish,Baltimore Orioles,63,Oriole Park at Camden Yards,"8 mph, In From LF"
José Urquidy,Houston Astros,Roof Closed,2022-04-29,11,7,1,1,0,661826,Yusei Kikuchi,Toronto Blue Jays,68,Rogers Centre,"0 mph, None"
Dylan Bundy,Minnesota Twins,Dome,2022-04-29,1,6,1,0,4,661907,Corey Kluber,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Aaron Nola,Philadelphia Phillies,Clear,2022-04-29,0,3,0,0,0,662592,Tylor Megill,New York Mets,61,Citi Field,"17 mph, In From LF"
Jimmy Herget,Los Angeles Angels,Cloudy,2022-04-29,5,1,1,2,1,661535,Lucas Giolito,Chicago White Sox,60,Guaranteed Rate Field,"15 mph, L To R"
Ian Anderson,Atlanta Braves,Roof Closed,2022-04-29,6,3,1,2,0,661911,Garrett Richards,Texas Rangers,72,Globe Life Field,"0 mph, None"
Kyle Hendricks,Chicago Cubs,Roof Closed,2022-04-29,1,11,0,0,0,661209,Adrian Houser,Milwaukee Brewers,63,American Family Field,"0 mph, None"
Madison Bumgarner,Arizona Diamondbacks,Cloudy,2022-04-29,6,2,1,0,1,662037,Adam Wainwright,St. Louis Cardinals,65,Busch Stadium,"14 mph, In From LF"
Hunter Greene,Cincinnati Reds,Partly Cloudy,2022-04-29,4,10,0,0,0,663009,Antonio Senzatela,Colorado Rockies,54,Coors Field,"14 mph, L To R"
Aaron Civale,Cleveland Guardians,Partly Cloudy,2022-04-29,9,8,1,1,4,662405,Frankie Montas,Oakland Athletics,66,Oakland Coliseum,"13 mph, Out To RF"
Tyler Alexander,Detroit Tigers,Clear,2022-04-29,1,5,1,0,2,662699,Tyler Anderson,Los Angeles Dodgers,64,Dodger Stadium,"6 mph, Out To RF"
Aaron Sanchez,Washington Nationals,Partly Cloudy,2022-04-29,14,4,1,1,0,662081,Alex Wood,San Francisco Giants,61,Oracle Park,"12 mph, Out To RF"
Merrill Kelly,Arizona Diamondbacks,Cloudy,2022-04-30,2,0,0,0,0,662036,Miles Mikolas,St. Louis Cardinals,73,Busch Stadium,"18 mph, In From CF"
Luis Garcia,Houston Astros,Roof Closed,2022-04-30,1,2,1,0,1,661825,José Berríos,Toronto Blue Jays,68,Rogers Centre,"0 mph, None"
Joan Adon,Washington Nationals,Partly Cloudy,2022-04-30,3,9,0,0,0,662084,Logan Webb,San Francisco Giants,62,Oracle Park,"18 mph, Out To CF"
José Suarez,Los Angeles Angels,Overcast,2022-04-30,0,4,1,0,1,661534,Vince Velasquez,Chicago White Sox,61,Guaranteed Rate Field,"18 mph, In From LF"
Shane Bieber,Cleveland Guardians,Sunny,2022-04-30,3,1,0,0,0,662393,Cole Irvin,Oakland Athletics,67,Oakland Coliseum,"15 mph, Out To RF"
Chris Archer,Minnesota Twins,Dome,2022-04-30,9,1,1,1,0,661906,Shane McClanahan,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Robbie Ray,Seattle Mariners,Roof Closed,2022-04-30,1,3,0,0,0,661389,Jesús Luzardo,Miami Marlins,72,loanDepot park,"0 mph, None"
Sean Manaea,San Diego Padres,Cloudy,2022-04-30,6,7,1,0,1,662288,JT Brubaker,Pittsburgh Pirates,71,PNC Park,"4 mph, In From RF"
Nathan Eovaldi,Boston Red Sox,Partly Cloudy,2022-04-30,1,2,1,1,0,663364,Spenser Watkins,Baltimore Orioles,65,Oriole Park at Camden Yards,"9 mph, R To L"
Bryce Elder,Atlanta Braves,Clear,2022-04-30,1,3,1,0,1,661901,Dane Dunning,Texas Rangers,84,Globe Life Field,"8 mph, Varies"
Kyle Gibson,Philadelphia Phillies,Clear,2022-04-30,4,1,0,0,0,662591,Taijuan Walker,New York Mets,62,Citi Field,"7 mph, R To L"
Gerrit Cole,New York Yankees,Cloudy,2022-04-30,3,0,0,0,0,662797,Carlos Hernández,Kansas City Royals,62,Kauffman Stadium,"17 mph, L To R"
Justin Steele,Chicago Cubs,Roof Closed,2022-04-30,1,9,1,0,3,661208,Eric Lauer,Milwaukee Brewers,62,American Family Field,"0 mph, None"
Connor Overton,Cincinnati Reds,Clear,2022-04-30,3,4,1,1,0,663008,Chad Kuhl,Colorado Rockies,64,Coors Field,"8 mph, R To L"
Beau Brieske,Detroit Tigers,Clear,2022-04-30,5,1,1,0,1,662698,Clayton Kershaw,Los Angeles Dodgers,66,Dodger Stadium,"2 mph, Varies"
Nick Pivetta,Boston Red Sox,Overcast,2022-05-01,5,9,0,0,0,663363,Jordan Lyles,Baltimore Orioles,63,Oriole Park at Camden Yards,"6 mph, Out To LF"
Josh Winder,Minnesota Twins,Dome,2022-05-01,9,3,1,5,0,661905,Josh Fleming,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Joe Musgrove,San Diego Padres,Overcast,2022-05-01,5,2,0,0,0,662293,Mitch Keller,Pittsburgh Pirates,62,PNC Park,"6 mph, Out To RF"
Framber Valdez,Houston Astros,Roof Closed,2022-05-01,2,3,0,0,0,661824,Kevin Gausman,Toronto Blue Jays,68,Rogers Centre,"0 mph, None"
Logan Gilbert,Seattle Mariners,Dome,2022-05-01,7,3,0,0,0,661365,Sandy Alcantara,Miami Marlins,72,loanDepot park,"0 mph, None"
Michael Lorenzen,Los Angeles Angels,Cloudy,2022-05-01,6,5,1,1,0,661531,Dallas Keuchel,Chicago White Sox,53,Guaranteed Rate Field,"17 mph, R To L"
Luis Severino,New York Yankees,Sunny,2022-05-01,6,4,1,1,0,662691,Daniel Lynch IV,Kansas City Royals,66,Kauffman Stadium,"7 mph, L To R"
Marcus Stroman,Chicago Cubs,Roof Closed,2022-05-01,2,0,0,0,0,661216,Corbin Burnes,Milwaukee Brewers,67,American Family Field,"0 mph, None"
Zach Davies,Arizona Diamondbacks,Sunny,2022-05-01,5,7,1,1,0,661988,Jordan Hicks,St. Louis Cardinals,68,Busch Stadium,"13 mph, Out To RF"
Kyle Muller,Atlanta Braves,Roof Closed,2022-05-01,3,7,1,0,1,661935,Taylor Hearn,Texas Rangers,75,Globe Life Field,"0 mph, None"
Reiver Sanmartin,Cincinnati Reds,Partly Cloudy,2022-05-01,1,10,1,0,6,663007,Kyle Freeland,Colorado Rockies,58,Coors Field,"9 mph, In From CF"
Josiah Gray,Washington Nationals,Partly Cloudy,2022-05-01,11,5,1,5,0,662106,Alex Cobb,San Francisco Giants,64,Oracle Park,"12 mph, Out To CF"
Triston McKenzie,Cleveland Guardians,Sunny,2022-05-01,7,3,0,0,0,662397,James Kaprielian,Oakland Athletics,67,Oakland Coliseum,"13 mph, Varies"
Eduardo Rodriguez,Detroit Tigers,Sunny,2022-05-01,3,6,1,0,1,662716,Walker Buehler,Los Angeles Dodgers,73,Dodger Stadium,"5 mph, L To R"
Zach Eflin,Philadelphia Phillies,Cloudy,2022-05-01,6,10,0,0,0,662579,Max Scherzer,New York Mets,57,Citi Field,"6 mph, R To L"
Zack Greinke,Kansas City Royals,Partly Cloudy,2022-05-02,0,1,1,0,1,662009,Steven Matz,St. Louis Cardinals,62,Busch Stadium,"6 mph, In From CF"
Patrick Sandoval,Los Angeles Angels,Overcast,2022-05-02,0,3,1,0,2,661526,Dylan Cease,Chicago White Sox,51,Guaranteed Rate Field,"8 mph, R To L"
