away_pitcher,away_team,condition,date,final_score_away,final_score_home,first_inning_run_scored,first_inning_runs_away,first_inning_runs_home,game_id,home_pitcher,home_team,temperature,venue,wind
Corbin Burnes,Milwaukee Brewers,Cloudy,2022-04-07,4,5,0,0,0,663178,Kyle Hendricks,Chicago Cubs,44,Wrigley Field,"14 mph, Out To CF"
Shane Bieber,Cleveland Guardians,Cloudy,2022-04-07,1,3,0,0,0,662766,Zack Greinke,Kansas City Royals,47,Kauffman Stadium,"16 mph, L To R"
JT Brubaker,Pittsburgh Pirates,Cloudy,2022-04-07,0,9,1,0,1,662021,Adam Wainwright,St. Louis Cardinals,50,Busch Stadium,"20 mph, Out To RF"
Tylor Megill,New York Mets,Cloudy,2022-04-07,5,1,0,0,0,662571,Patrick Corbin,Washington Nationals,52,Nationals Park,"4 mph, Out To RF"
Tyler Mahle,Cincinnati Reds,Partly Cloudy,2022-04-07,6,3,0,0,0,661577,Max Fried,Atlanta Braves,63,Truist Park,"15 mph, R To L"
Framber Valdez,Houston Astros,Clear,2022-04-07,3,1,0,0,0,661042,Shohei Ohtani,Los Angeles Angels,93,Angel Stadium,"6 mph, Out To RF"
Yu Darvish,San Diego Padres,Clear,2022-04-07,2,4,0,0,0,663418,Madison Bumgarner,Arizona Diamondbacks,93,Chase Field,"6 mph, L To R"
Nathan Eovaldi,Boston Red Sox,Partly Cloudy,2022-04-08,5,6,1,3,2,661333,Gerrit Cole,New York Yankees,59,Yankee Stadium,"10 mph, Out To CF"
Lucas Giolito,Chicago White Sox,Cloudy,2022-04-08,4,5,1,1,0,662888,Eduardo Rodriguez,Detroit Tigers,45,Comerica Park,"10 mph, R To L"
Frankie Montas,Oakland Athletics,Sunny,2022-04-08,5,9,1,0,1,661131,Aaron Nola,Philadelphia Phillies,64,Citizens Bank Park,"10 mph, Out To CF"
John Means,Baltimore Orioles,Dome,2022-04-08,1,2,0,0,0,661918,Shane McClanahan,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Walker Buehler,Los Angeles Dodgers,Sunny,2022-04-08,5,3,0,0,0,662933,Kyle Freeland,Colorado Rockies,66,Coors Field,"6 mph, R To L"
Robbie Ray,Seattle Mariners,Sunny,2022-04-08,2,1,1,2,0,661750,Joe Ryan,Minnesota Twins,45,Target Field,"17 mph, Out To RF"
Sandy Alcantara,Miami Marlins,Sunny,2022-04-08,5,6,0,0,0,662124,Logan Webb,San Francisco Giants,69,Oracle Park,"23 mph, Out To RF"
Max Scherzer,New York Mets,Cloudy,2022-04-08,7,3,0,0,0,662559,Josiah Gray,Washington Nationals,62,Nationals Park,"6 mph, Out To CF"
Jon Gray,Texas Rangers,Roof Closed,2022-04-08,8,10,1,4,0,661782,José Berríos,Toronto Blue Jays,68,Rogers Centre,"0 mph, None"
Reiver Sanmartin,Cincinnati Reds,Cloudy,2022-04-08,6,7,0,0,0,661576,Charlie Morton,Atlanta Braves,46,Truist Park,"3 mph, R To L"
Jake Odorizzi,Houston Astros,Clear,2022-04-08,13,6,1,1,2,661041,Reid Detmers,Los Angeles Angels,93,Angel Stadium,"10 mph, R To L"
Sean Manaea,San Diego Padres,Clear,2022-04-08,3,0,0,0,0,663417,Merrill Kelly,Arizona Diamondbacks,95,Chase Field,"2 mph, Calm"
Jordan Lyles,Baltimore Orioles,Dome,2022-04-09,3,5,0,0,0,661917,Drew Rasmussen,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Dylan Cease,Chicago White Sox,Cloudy,2022-04-09,5,2,1,2,0,662864,Casey Mize,Detroit Tigers,39,Comerica Park,"5 mph, Out To CF"
Logan Gilbert,Seattle Mariners,Sunny,2022-04-09,4,3,1,0,1,661756,Sonny Gray,Minnesota Twins,48,Target Field,"2 mph, Out To CF"
Mitch Keller,Pittsburgh Pirates,Sunny,2022-04-09,2,6,1,1,1,662020,Miles Mikolas,St. Louis Cardinals,53,Busch Stadium,"10 mph, Out To CF"
Brandon Woodruff,Milwaukee Brewers,Partly Cloudy,2022-04-09,0,9,1,0,3,663205,Justin Steele,Chicago Cubs,44,Wrigley Field,"11 mph, L To R"
Dane Dunning,Texas Rangers,Roof Closed,2022-04-09,3,4,1,0,2,661803,Kevin Gausman,Toronto Blue Jays,68,Rogers Centre,"0 mph, None"
Cole Irvin,Oakland Athletics,Partly Cloudy,2022-04-09,2,4,1,0,2,661130,Kyle Gibson,Philadelphia Phillies,54,Citizens Bank Park,"9 mph, L To R"
Pablo López,Miami Marlins,Sunny,2022-04-09,2,1,0,0,0,662123,Carlos Rodón,San Francisco Giants,64,Oracle Park,"14 mph, Varies"
Nick Pivetta,Boston Red Sox,Cloudy,2022-04-09,2,4,0,0,0,661332,Luis Severino,New York Yankees,54,Yankee Stadium,"10 mph, Out To RF"
Zach Plesac,Cleveland Guardians,Sunny,2022-04-09,0,1,0,0,0,662765,Brad Keller,Kansas City Royals,63,Kauffman Stadium,"4 mph, R To L"
Chris Bassitt,New York Mets,Overcast,2022-04-09,5,0,0,0,0,662588,Joan Adon,Washington Nationals,52,Nationals Park,"6 mph, L To R"
Vladimir Gutierrez,Cincinnati Reds,Partly Cloudy,2022-04-09,1,2,1,0,2,661575,Kyle Wright,Atlanta Braves,54,Truist Park,"17 mph, In From RF"
Tony Gonsolin,Los Angeles Dodgers,Clear,2022-04-09,2,3,1,0,1,662931,Germán Márquez,Colorado Rockies,76,Coors Field,"14 mph, L To R"
Joe Musgrove,San Diego Padres,Partly Cloudy,2022-04-09,5,2,1,0,1,663404,Zach Davies,Arizona Diamondbacks,97,Chase Field,"1 mph, Calm"
Justin Verlander,Houston Astros,Clear,2022-04-09,0,2,0,0,0,661040,Noah Syndergaard,Los Angeles Angels,72,Angel Stadium,"12 mph, Out To CF"
Daulton Jefferies,Oakland Athletics,Cloudy,2022-04-10,4,1,0,0,0,661129,Zach Eflin,Philadelphia Phillies,48,Citizens Bank Park,"17 mph, L To R"
Tyler Wells,Baltimore Orioles,Dome,2022-04-10,0,8,0,0,0,661916,Corey Kluber,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Michael Kopech,Chicago White Sox,Sunny,2022-04-10,10,1,1,2,0,662887,Tarik Skubal,Detroit Tigers,48,Comerica Park,"7 mph, Out To CF"
Carlos Carrasco,New York Mets,Overcast,2022-04-10,2,4,1,0,1,662570,Erick Fedde,Washington Nationals,47,Nationals Park,"14 mph, L To R"
Hunter Greene,Cincinnati Reds,Sunny,2022-04-10,6,3,0,0,0,661573,Ian Anderson,Atlanta Braves,68,Truist Park,"1 mph, Calm"
Spencer Howard,Texas Rangers,Roof Closed,2022-04-10,12,6,1,0,4,661802,Hyun Jin Ryu,Toronto Blue Jays,68,Rogers Centre,"0 mph, None"
Cal Quantrill,Cleveland Guardians,Partly Cloudy,2022-04-10,17,3,1,6,0,662755,Kris Bubic,Kansas City Royals,75,Kauffman Stadium,"7 mph, Varies"
Marco Gonzales,Seattle Mariners,Cloudy,2022-04-10,4,10,1,0,5,661738,Bailey Ober,Minnesota Twins,53,Target Field,"16 mph, In From RF"
Bryse Wilson,Pittsburgh Pirates,Sunny,2022-04-10,9,4,1,0,3,662019,Steven Matz,St. Louis Cardinals,70,Busch Stadium,"16 mph, In From RF"
Freddy Peralta,Milwaukee Brewers,Partly Cloudy,2022-04-10,5,4,1,0,3,663204,Marcus Stroman,Chicago Cubs,54,Wrigley Field,"13 mph, Out To LF"
Julio Urías,Los Angeles Dodgers,Sunny,2022-04-10,4,9,1,0,3,662934,Antonio Senzatela,Colorado Rockies,55,Coors Field,"17 mph, L To R"
Trevor Rogers,Miami Marlins,Partly Cloudy,2022-04-10,2,3,0,0,0,662122,Anthony DeSclafani,San Francisco Giants,61,Oracle Park,"16 mph, Out To CF"
José Urquidy,Houston Astros,Overcast,2022-04-10,4,1,0,0,0,661039,José Suarez,Los Angeles Angels,70,Angel Stadium,"7 mph, Out To CF"
Blake Snell,San Diego Padres,Sunny,2022-04-10,10,5,0,0,0,663395,Caleb Smith,Arizona Diamondbacks,83,Chase Field,"7 mph, Out To RF"
Tanner Houck,Boston Red Sox,Cloudy,2022-04-10,4,3,1,2,0,661316,Jordan Montgomery,New York Yankees,48,Yankee Stadium,"17 mph, Out To RF"
Aaron Civale,Cleveland Guardians,Cloudy,2022-04-11,10,7,1,2,0,662754,Carlos Hernández,Kansas City Royals,61,Kauffman Stadium,"4 mph, R To L"
Adrian Houser,Milwaukee Brewers,Partly Cloudy,2022-04-11,0,2,0,0,0,663403,Bruce Zimmermann,Baltimore Orioles,55,Oriole Park at Camden Yards,"8 mph, R To L"
Austin Gomber,Colorado Rockies,Partly Cloudy,2022-04-11,6,4,1,1,0,662042,Taylor Hearn,Texas Rangers,87,Globe Life Field,"17 mph, R To L"
Michael Wacha,Boston Red Sox,Drizzle,2022-04-11,1,3,1,0,1,662863,Matt Manning,Detroit Tigers,65,Comerica Park,"10 mph, Out To LF"
Paul Blackburn,Oakland Athletics,Dome,2022-04-11,13,2,1,4,0,661915,Luis Patiño,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Taijuan Walker,New York Mets,Clear,2022-04-11,4,5,1,3,0,661637,Ranger Suárez,Philadelphia Phillies,60,Citizens Bank Park,"9 mph, Out To CF"
Alek Manoah,Toronto Blue Jays,Clear,2022-04-11,3,0,0,0,0,661315,Jameson Taillon,New York Yankees,52,Yankee Stadium,"12 mph, In From RF"
Josh Rogers,Washington Nationals,Cloudy,2022-04-11,11,2,1,0,1,661572,Huascar Ynoa,Atlanta Braves,68,Truist Park,"9 mph, L To R"
Chris Flexen,Seattle Mariners,Partly Cloudy,2022-04-11,0,4,1,0,1,661754,Dylan Bundy,Minnesota Twins,57,Target Field,"12 mph, Out To CF"
Elieser Hernández,Miami Marlins,Cloudy,2022-04-11,2,6,1,0,3,661036,Michael Lorenzen,Los Angeles Angels,65,Angel Stadium,"9 mph, R To L"
Nick Martinez,San Diego Padres,Clear,2022-04-11,4,2,0,0,0,662116,Alex Wood,San Francisco Giants,51,Oracle Park,"24 mph, Out To CF"
Rich Hill,Boston Red Sox,Sunny,2022-04-12,5,3,0,0,0,662862,Tyler Alexander,Detroit Tigers,61,Comerica Park,"9 mph, L To R"
Shane Bieber,Cleveland Guardians,Overcast,2022-04-12,10,5,0,0,0,663088,Tyler Mahle,Cincinnati Reds,66,Great American Ball Park,"9 mph, R To L"
Matt Brash,Seattle Mariners,Partly Cloudy,2022-04-12,2,3,0,0,0,661538,Vince Velasquez,Chicago White Sox,63,Guaranteed Rate Field,"6 mph, Out To RF"
Drew Smyly,Chicago Cubs,Partly Cloudy,2022-04-12,2,1,0,0,0,662318,Jose Quintana,Pittsburgh Pirates,66,PNC Park,"6 mph, In From RF"
Adam Oller,Oakland Athletics,Dome,2022-04-12,8,9,1,3,1,661944,Tommy Romero,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Tylor Megill,New York Mets,Partly Cloudy,2022-04-12,2,0,0,0,0,661636,Zack Wheeler,Philadelphia Phillies,72,Citizens Bank Park,"4 mph, L To R"
Yusei Kikuchi,Toronto Blue Jays,Clear,2022-04-12,0,4,0,0,0,661314,Nestor Cortes,New York Yankees,70,Yankee Stadium,"11 mph, R To L"
Eric Lauer,Milwaukee Brewers,Partly Cloudy,2022-04-12,5,4,1,2,0,663295,Spenser Watkins,Baltimore Orioles,77,Oriole Park at Camden Yards,"8 mph, Out To RF"
Jesús Luzardo,Miami Marlins,Sunny,2022-04-12,3,4,0,0,0,661038,Patrick Sandoval,Los Angeles Angels,71,Angel Stadium,"12 mph, Out To RF"
Patrick Corbin,Washington Nationals,Partly Cloudy,2022-04-12,4,16,1,1,0,661571,Bryce Elder,Atlanta Braves,77,Truist Park,"10 mph, L To R"
Andrew Heaney,Los Angeles Dodgers,Drizzle,2022-04-12,7,2,0,0,0,661753,Chris Archer,Minnesota Twins,49,Target Field,"7 mph, Out To RF"
Daniel Lynch IV,Kansas City Royals,Partly Cloudy,2022-04-12,5,6,1,0,3,662017,Dakota Hudson,St. Louis Cardinals,76,Busch Stadium,"17 mph, R To L"
Chad Kuhl,Colorado Rockies,Roof Closed,2022-04-12,4,1,0,0,0,661995,Martín Pérez,Texas Rangers,72,Globe Life Field,"0 mph, None"
Luis Garcia,Houston Astros,Clear,2022-04-12,2,1,0,0,0,663411,Madison Bumgarner,Arizona Diamondbacks,70,Chase Field,"17 mph, L To R"
Yu Darvish,San Diego Padres,Partly Cloudy,2022-04-12,2,13,1,0,6,662104,Alex Cobb,San Francisco Giants,51,Oracle Park,"21 mph, Out To CF"
Josiah Gray,Washington Nationals,Cloudy,2022-04-13,3,1,1,2,0,661570,Max Fried,Atlanta Braves,73,Truist Park,"10 mph, L To R"
Triston McKenzie,Cleveland Guardians,Rain,2022-04-13,7,3,0,0,0,663117,Nick Lodolo,Cincinnati Reds,67,Great American Ball Park,"11 mph, In From RF"
Kyle Hendricks,Chicago Cubs,Cloudy,2022-04-13,2,6,1,1,3,662317,Zach Thompson,Pittsburgh Pirates,75,PNC Park,"10 mph, Out To LF"
Max Scherzer,New York Mets,Sunny,2022-04-13,9,6,0,0,0,661643,Aaron Nola,Philadelphia Phillies,79,Citizens Bank Park,"9 mph, Out To CF"
Nathan Eovaldi,Boston Red Sox,Cloudy,2022-04-13,9,7,1,0,1,662885,Eduardo Rodriguez,Detroit Tigers,69,Comerica Park,"19 mph, L To R"
Clayton Kershaw,Los Angeles Dodgers,Overcast,2022-04-13,7,0,1,2,0,661734,Chris Paddack,Minnesota Twins,38,Target Field,"18 mph, Out To CF"
Framber Valdez,Houston Astros,Sunny,2022-04-13,2,3,0,0,0,663341,Merrill Kelly,Arizona Diamondbacks,71,Chase Field,"5 mph, L To R"
Sean Manaea,San Diego Padres,Cloudy,2022-04-13,1,2,1,1,0,662115,Logan Webb,San Francisco Giants,54,Oracle Park,"11 mph, R To L"
Frankie Montas,Oakland Athletics,Dome,2022-04-13,4,2,0,0,0,661943,Shane McClanahan,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
José Berríos,Toronto Blue Jays,Cloudy,2022-04-13,6,4,1,1,0,661313,Gerrit Cole,New York Yankees,65,Yankee Stadium,"5 mph, Varies"
Corbin Burnes,Milwaukee Brewers,Clear,2022-04-13,4,2,0,0,0,663433,John Means,Baltimore Orioles,86,Oriole Park at Camden Yards,"4 mph, In From LF"
Robbie Ray,Seattle Mariners,Cloudy,2022-04-13,4,6,1,1,0,661530,Dallas Keuchel,Chicago White Sox,62,Guaranteed Rate Field,"11 mph, R To L"
Cole Irvin,Oakland Athletics,Dome,2022-04-14,6,3,0,0,0,661942,Josh Fleming,Tampa Bay Rays,72,Tropicana Field,"0 mph, None"
Logan Gilbert,Seattle Mariners,Sunny,2022-04-14,5,1,0,0,0,661529,Jimmy Lambert,Chicago White Sox,48,Guaranteed Rate Field,"29 mph, Out To LF"
Adam Wainwright,St. Louis Cardinals,Roof Closed,2022-04-14,1,5,1,0,1,661292,Brandon Woodruff,Milwaukee Brewers,64,American Family Field,"0 mph, None"
Joan Adon,Washington Nationals,Clear,2022-04-14,4,9,1,3,1,662307,JT Brubaker,Pittsburgh Pirates,59,PNC Park,"11 mph, Out To LF"
Kyle Gibson,Philadelphia Phillies,Roof Closed,2022-04-14,3,4,1,1,0,661418,Sandy Alcantara,Miami Marlins,76,loanDepot park,"0 mph, None"
Kevin Gausman,Toronto Blue Jays,Overcast,2022-04-14,0,3,0,0,0,661312,Luis Severino,New York Yankees,62,Yankee Stadium,"10 mph, Out To RF"
Shohei Ohtani,Los Angeles Angels,Clear,2022-04-14,5,10,1,2,0,661993,Dane Dunning,Texas Rangers,77,Globe Life Field,"9 mph, Calm"
Casey Mize,Detroit Tigers,Clear,2022-04-14,4,2,0,0,0,662702,Zack Greinke,Kansas City Royals,61,Kauffman Stadium,"1 mph, Out To RF"
Charlie Morton,Atlanta Braves,Clear,2022-04-14,1,12,1,0,3,662237,Joe Musgrove,San Diego Padres,65,Petco Park,"9 mph, L To R"
Justin Steele,Chicago Cubs,Clear,2022-04-14,5,2,1,3,0,662950,Kyle Freeland,Colorado Rockies,57,Coors Field,"16 mph, In From LF"
Luis Cessa,Cincinnati Reds,Clear,2022-04-14,3,9,1,0,3,662627,Walker Buehler,Los Angeles Dodgers,63,Dodger Stadium,"5 mph, Out To RF"
Zach Davies,Arizona Diamondbacks,Sunny,2022-04-15,3,10,1,0,1,662485,Chris Bassitt,New York Mets,63,Citi Field,"12 mph, L To R"
Joe Ryan,Minnesota Twins,Sunny,2022-04-15,8,4,1,1,0,663265,Nick Pivetta,Boston Red Sox,65,Fenway Park,"16 mph, Out To RF"
Erick Fedde,Washington Nationals,Partly Cloudy,2022-04-15,7,2,1,2,0,662291,Mitch Keller,Pittsburgh Pirates,68,PNC Park,"19 mph, Out To CF"
Zach Eflin,Philadelphia Phillies,Roof Closed,2022-04-15,1,7,1,0,2,661417,Pablo López,Miami Marlins,72,loanDepot park,"0 mph, None"
Jordan Montgomery,New York Yankees,Clear,2022-04-15,1,2,0,0,0,663357,Jordan Lyles,Baltimore Orioles,65,Oriole Park at Camden Yards,"8 mph, Out To LF"
Daulton Jefferies,Oakland Athletics,Roof Closed,2022-04-15,1,4,1,0,1,661792,Ross Stripling,Toronto Blue Jays,68,Rogers Centre,"0 mph, None"
Carlos Rodón,San Francisco Giants,Partly Cloudy,2022-04-15,4,1,0,0,0,663136,Zach Plesac,Cleveland Guardians,54,Progressive Field,"28 mph, L To R"
Drew Rasmussen,Tampa Bay Rays,Cloudy,2022-04-15,2,3,0,0,0,661528,Dylan Cease,Chicago White Sox,47,Guaranteed Rate Field,"9 mph, Out To LF"
Reid Detmers,Los Angeles Angels,Partly Cloudy,2022-04-15,9,6,1,1,0,662014,Matt Bush,Texas Rangers,82,Globe Life Field,"16 mph, R To L"
Tarik Skubal,Detroit Tigers,Clear,2022-04-15,2,1,0,0,0,662701,Brad Keller,Kansas City Royals,59,Kauffman Stadium,"11 mph, L To R"
Miles Mikolas,St. Louis Cardinals,Roof Closed,2022-04-15,10,1,1,4,0,661267,Freddy Peralta,Milwaukee Brewers,64,American Family Field,"0 mph, None"
Marcus Stroman,Chicago Cubs,Cloudy,2022-04-15,5,6,0,0,0,662960,Germán Márquez,Colorado Rockies,60,Coors Field,"9 mph, In From CF"
Kyle Wright,Atlanta Braves,Clear,2022-04-15,5,2,0,0,0,662236,MacKenzie Gore,San Diego Padres,64,Petco Park,"7 mph, Out To RF"
Jake Odorizzi,Houston Astros,Clear,2022-04-15,1,11,1,0,1,662192,Marco Gonzales,Seattle Mariners,51,T-Mobile Park,"0 mph, Calm"
Vladimir Gutierrez,Cincinnati Reds,Clear,2022-04-15,1,3,0,0,0,662620,Tony Gonsolin,Los Angeles Dodgers,61,Dodger Stadium,"7 mph, L To R"
Zac Gallen,Arizona Diamondbacks,Sunny,2022-04-16,3,2,0,0,0,662626,Carlos Carrasco,New York Mets,65,Citi Field,"12 mph, Out To LF"
Corey Kluber,Tampa Bay Rays,Sunny,2022-04-16,2,3,1,1,0,661527,Michael Kopech,Chicago White Sox,44,Guaranteed Rate Field,"10 mph, Out To LF"
Paul Blackburn,Oakland Athletics,Roof Closed,2022-04-16,7,5,1,0,1,661759,Hyun Jin Ryu,Toronto Blue Jays,68,Rogers Centre,"0 mph, None"
Ian Anderson,Atlanta Braves,Partly Cloudy,2022-04-16,5,2,1,1,0,662235,Nick Martinez,San Diego Padres,64,Petco Park,"8 mph, L To R"
Matt Manning,Detroit Tigers,Sunny,2022-04-16,1,3,1,0,1,662798,Kris Bubic,Kansas City Royals,55,Kauffman Stadium,"11 mph, L To R"
Sonny Gray,Minnesota Twins,Cloudy,2022-04-16,0,4,0,0,0,663238,Tanner Houck,Boston Red Sox,71,Fenway Park,"21 mph, Out To CF"
Anthony DeSclafani,San Francisco Giants,Partly Cloudy,2022-04-16,4,2,1,0,1,663076,Cal Quantrill,Cleveland Guardians,46,Progressive Field,"7 mph, L To R"
Ranger Suárez,Philadelphia Phillies,Roof Closed,2022-04-16,10,3,1,2,0,661416,Trevor Rogers,Miami Marlins,72,loanDepot park,"0 mph, None"
Josh Rogers,Washington Nationals,Overcast,2022-04-16,4,6,0,0,0,662290,Bryse Wilson,Pittsburgh Pirates,50,PNC Park,"7 mph, Out To LF"
Noah Syndergaard,Los Angeles Angels,Partly Cloudy,2022-04-16,7,2,0,0,0,661981,Taylor Hearn,Texas Rangers,72,Globe Life Field,"14 mph, In From LF"
Jameson Taillon,New York Yankees,Cloudy,2022-04-16,5,2,0,0,0,663266,Tyler Wells,Baltimore Orioles,73,Oriole Park at Camden Yards,"5 mph, L To R"
Steven Matz,St. Louis Cardinals,Roof Closed,2022-04-16,2,1,0,0,0,661335,Adrian Houser,Milwaukee Brewers,65,American Family Field,"0 mph, None"
Mark Leiter Jr.,Chicago Cubs,Cloudy,2022-04-16,6,9,0,0,0,662966,Antonio Senzatela,Colorado Rockies,55,Coors Field,"9 mph, In From LF"
Justin Verlander,Houston Astros,Roof Closed,2022-04-16,4,0,0,0,0,662206,Chris Flexen,Seattle Mariners,44,T-Mobile Park,"0 mph, Calm"
Hunter Greene,Cincinnati Reds,Clear,2022-04-16,2,5,0,0,0,662619,Julio Urías,Los Angeles Dodgers,61,Dodger Stadium,"8 mph, Out To RF"
Nestor Cortes,New York Yankees,Partly Cloudy,2022-04-17,0,5,0,0,0,663365,Bruce Zimmermann,Baltimore Orioles,52,Oriole Park at Camden Yards,"15 mph, In From LF"
Patrick Corbin,Washington Nationals,Overcast,2022-04-17,3,5,0,0,0,662294,Jose Quintana,Pittsburgh Pirates,42,PNC Park,"7 mph, In From CF"
Bailey Ober,Minnesota Twins,Cloudy,2022-04-17,1,8,0,0,0,663308,Michael Wacha,Boston Red Sox,45,Fenway Park,"22 mph, L To R"
Adam Oller,Oakland Athletics,Roof Closed,2022-04-17,3,4,1,0,1,661804,Alek Manoah,Toronto Blue Jays,68,Rogers Centre,"0 mph, None"
Humberto Castellanos,Arizona Diamondbacks,Partly Cloudy,2022-04-17,0,5,0,0,0,662625,David Peterson,New York Mets,48,Citi Field,"24 mph, L To R"
Alex Wood,San Francisco Giants,Cloudy,2022-04-17,8,1,0,0,0,663132,Aaron Civale,Cleveland Guardians,35,Progressive Field,"10 mph, In From CF"
Zack Wheeler,Philadelphia Phillies,Roof Closed,2022-04-17,3,11,0,0,0,661415,Elieser Hernández,Miami Marlins,72,loanDepot park,"0 mph, None"
J.P. Feyereisen,Tampa Bay Rays,Cloudy,2022-04-17,9,3,1,4,0,661462,Vince Velasquez,Chicago White Sox,41,Guaranteed Rate Field,"6 mph, Out To RF"
Dakota Hudson,St. Louis Cardinals,Roof Closed,2022-04-17,5,6,1,0,3,661226,Aaron Ashby,Milwaukee Brewers,65,American Family Field,"0 mph, None"
José Suarez,Los Angeles Angels,Cloudy,2022-04-17,8,3,1,1,0,662038,Martín Pérez,Texas Rangers,67,Globe Life Field,"5 mph, Varies"
Drew Smyly,Chicago Cubs,Sunny,2022-04-17,6,4,1,1,0,662930,Austin Gomber,Colorado Rockies,64,Coors Field,"5 mph, In From LF"
Tyler Mahle,Cincinnati Reds,Sunny,2022-04-17,1,9,0,0,0,662618,Andrew Heaney,Los Angeles Dodgers,71,Dodger Stadium,"5 mph, Out To RF"
José Urquidy,Houston Astros,Sunny,2022-04-17,2,7,1,0,1,662174,Matt Brash,Seattle Mariners,47,T-Mobile Park,"5 mph, R To L"
Bryce Elder,Atlanta Braves,Sunny,2022-04-17,1,2,0,0,0,662234,Yu Darvish,San Diego Padres,63,Petco Park,"14 mph, L To R"
Dylan Bundy,Minnesota Twins,Sunny,2022-04-18,8,3,1,2,0,663236,Rich Hill,Boston Red Sox,48,Fenway Park,"8 mph, R To L"
Shane McClanahan,Tampa Bay Rays,Cloudy,2022-04-18,2,4,0,0,0,663197,Kyle Hendricks,Chicago Cubs,40,Wrigley Field,"16 mph, L To R"
Zach Thompson,Pittsburgh Pirates,Roof Closed,2022-04-18,1,6,1,0,1,661242,Eric Lauer,Milwaukee Brewers,63,American Family Field,"0 mph, None"
Michael Lorenzen,Los Angeles Angels,Roof Closed,2022-04-18,3,8,1,0,2,662928,Luis Garcia,Houston Astros,73,Minute Maid Park,"0 mph, None"
Aaron Nola,Philadelphia Phillies,Clear,2022-04-18,1,4,0,0,0,662929,Chad Kuhl,Colorado Rockies,61,Coors Field,"5 mph, R To L"
Spenser Watkins,Baltimore Orioles,Partly Cloudy,2022-04-18,1,5,1,0,1,662407,Frankie Montas,Oakland Athletics,60,Oakland Coliseum,"15 mph, Varies"
Nick Lodolo,Cincinnati Reds,Clear,2022-04-18,1,4,1,1,2,662233,Sean Manaea,San Diego Padres,65,Petco Park,"9 mph, L To R"
Huascar Ynoa,Atlanta Braves,Cloudy,2022-04-18,4,7,1,0,1,662617,Clayton Kershaw,Los Angeles Dodgers,65,Dodger Stadium,"5 mph, L To R"
Madison Bumgarner,Arizona Diamondbacks,Partly Cloudy,2022-04-19,1,6,0,0,0,662587,Josiah Gray,Washington Nationals,47,Nationals Park,"17 mph, Out To RF"
Tyler Gilbert,Arizona Diamondbacks,Partly Cloudy,2022-04-19,0,1,0,0,0,662583,Joan Adon,Washington Nationals,48,Nationals Park,"11 mph, Out To RF"
Alex Cobb,San Francisco Giants,Partly Cloudy,2022-04-19,4,5,1,0,1,662350,Tylor Megill,New York Mets,48,Citi Field,"21 mph, L To R"
Logan Webb,San Francisco Giants,Partly Cloudy,2022-04-19,1,3,0,0,0,662616,Max Scherzer,New York Mets,48,Citi Field,"12 mph, Out To RF"
Adam Wainwright,St. Louis Cardinals,Dome,2022-04-19,5,1,0,0,0,661405,Jesús Luzardo,Miami Marlins,72,loanDepot park,"0 mph, None"
Gerrit Cole,New York Yankees,Cloudy,2022-04-19,4,2,1,2,0,662896,Tyler Alexander,Detroit Tigers,43,Comerica Park,"19 mph, Out To CF"
Yusei Kikuchi,Toronto Blue Jays,Cloudy,2022-04-19,1,2,0,0,0,663249,Nathan Eovaldi,Boston Red Sox,47,Fenway Park,"17 mph, Out To RF"
Matt Wisler,Tampa Bay Rays,Partly Cloudy,2022-04-19,6,5,0,0,0,663196,Justin Steele,Chicago Cubs,42,Wrigley Field,"12 mph, In From RF"
JT Brubaker,Pittsburgh Pirates,Roof Closed,2022-04-19,2,5,0,0,0,661211,Corbin Burnes,Milwaukee Brewers,67,American Family Field,"0 mph, None"
Patrick Sandoval,Los Angeles Angels,Roof Closed,2022-04-19,7,2,0,0,0,662927,Framber Valdez,Houston Astros,73,Minute Maid Park,"0 mph, None"
Chris Archer,Minnesota Twins,Cloudy,2022-04-19,3,4,0,0,0,662753,Carlos Hernández,Kansas City Royals,55,Kauffman Stadium,"11 mph, R To L"
Kyle Gibson,Philadelphia Phillies,Cloudy,2022-04-19,5,6,1,1,0,662925,Kyle Freeland,Colorado Rockies,79,Coors Field,"4 mph, L To R"
Chris Ellis,Baltimore Orioles,Partly Cloudy,2022-04-19,1,2,1,1,0,662406,Cole Irvin,Oakland Athletics,58,Oakland Coliseum,"12 mph, Out To RF"
Reiver Sanmartin,Cincinnati Reds,Cloudy,2022-04-19,2,6,1,1,3,662232,Joe Musgrove,San Diego Padres,63,Petco Park,"10 mph, L To R"
Jon Gray,Texas Rangers,Partly Cloudy,2022-04-19,2,6,1,0,3,662161,Robbie Ray,Seattle Mariners,52,T-Mobile Park,"2 mph, Out To CF"
Max Fried,Atlanta Braves,Clear,2022-04-19,3,1,0,0,0,662717,Walker Buehler,Los Angeles Dodgers,63,Dodger Stadium,"5 mph, L To R"
Mitch Keller,Pittsburgh Pirates,Roof Closed,2022-04-20,2,4,0,0,0,661203,Brandon Woodruff,Milwaukee Brewers,65,American Family Field,"0 mph, None"
